Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
255,Exit long,2026-02-06 16:30,EOD Flat,50186,120,3002160,8853.6,0.29,13546.8,0.45,-2173.2,-0.07,77478.82,38.74,15
255,Entry long,2026-02-06 12:45,Long Add,50036,120,3002160,8853.6,0.29,13546.8,0.45,-2173.2,-0.07,77478.82,38.74,15
256,Exit long,2026-02-10 10:00,Exit Long,50546,17,428663.5,956.76,0.22,1502.63,0.35,-112.37,-0.03,78435.58,39.22,2
256,Entry long,2026-02-10 09:30,Long,50431,17,428663.5,956.76,0.22,1502.63,0.35,-112.37,-0.03,78435.58,39.22,2
257,Exit long,2026-03-10 11:45,Exit Long,48040,13,312234,10.14,0.00,343.07,0.11,-599.43,-0.19,78445.72,39.22,4
257,Entry long,2026-03-10 10:45,Long,48036,13,312234,10.14,0.00,343.07,0.11,-599.43,-0.19,78445.72,39.22,4
258,Exit long,2026-03-24 13:00,Exit Long,46485,12,279960,-1064.64,-0.38,262.68,0.09,-1057.32,-0.38,77381.08,38.69,7
258,Entry long,2026-03-24 11:15,Long,46660,12,279960,-1064.64,-0.38,262.68,0.09,-1057.32,-0.38,77381.08,38.69,7
259,Exit long,2026-03-31 13:15,Exit Long,46367,9,208624.5,16.02,0.01,377.01,0.18,-810.99,-0.39,77397.1,38.70,3
259,Entry long,2026-03-31 12:30,Long,46361,9,208624.5,16.02,0.01,377.01,0.18,-810.99,-0.39,77397.1,38.70,3
260,Exit long,2026-04-17 11:15,Exit Long,49717,17,420894.5,1679.26,0.40,2820.13,0.67,-222.87,-0.05,79076.36,39.54,6
260,Entry long,2026-04-17 09:45,Long,49517,17,420894.5,1679.26,0.40,2820.13,0.67,-222.87,-0.05,79076.36,39.54,6
261,Exit long,2026-04-17 13:00,Exit Long,49864,17,423818.5,4.76,0.00,525.13,0.12,-358.87,-0.08,79081.12,39.54,5
261,Entry long,2026-04-17 11:45,Long,49861,17,423818.5,4.76,0.00,525.13,0.12,-358.87,-0.08,79081.12,39.54,5
262,Exit long,2026-05-29 12:15,Exit Long,51049,17,433789,106.76,0.02,899.13,0.21,-27.37,-0.01,79187.88,39.59,6
262,Entry long,2026-05-29 10:45,Long,51034,17,433789,106.76,0.02,899.13,0.21,-27.37,-0.01,79187.88,39.59,6
263,Exit long,2026-06-16 13:30,Exit Long,52564,17,446785.5,-12.24,0.00,635.63,0.14,-44.37,-0.01,79175.64,39.59,7
263,Entry long,2026-06-16 11:45,Long,52563,17,446785.5,-12.24,0.00,635.63,0.14,-44.37,-0.01,79175.64,39.59,7
264,Exit long,2026-06-23 10:30,Exit Long,52125,17,443045.5,-3.74,0.00,695.13,0.16,-248.37,-0.06,79171.9,39.59,2
264,Entry long,2026-06-23 10:00,Long,52123,17,443045.5,-3.74,0.00,695.13,0.16,-248.37,-0.06,79171.9,39.59,2
265,Exit long,2026-06-23 12:45,Exit Long,52229,17,443929.5,-3.74,0.00,329.63,0.07,-460.87,-0.10,79168.16,39.58,3
265,Entry long,2026-06-23 12:00,Long,52227,17,443929.5,-3.74,0.00,329.63,0.07,-460.87,-0.10,79168.16,39.58,3
266,Exit long,2026-06-26 11:45,Exit Long,52458,15,393412.5,4.2,0.00,650.85,0.17,-39.15,-0.01,79172.36,39.59,2
266,Entry long,2026-06-26 11:15,Long,52455,15,393412.5,4.2,0.00,650.85,0.17,-39.15,-0.01,79172.36,39.59,2
267,Exit long,2026-06-30 16:15,Exit Long,52627,17,448264.5,-955.74,-0.21,219.13,0.05,-945.37,-0.21,78216.62,39.11,17
267,Entry long,2026-06-30 12:00,Long,52737,17,448264.5,-955.74,-0.21,219.13,0.05,-945.37,-0.21,78216.62,39.11,17
