trade_date,direction,signal,stopped,raw_ret_pts,gross_usd,net_usd,r_multiple
2022-08-08,-1.0,0.0006144050239359278,False,-14.199999999999818,-141.99999999999818,-144.81999999999817,-0.36354326676906906
2022-08-09,-1.0,0.0006091989222827661,False,-4.5,-45.0,-47.82,-0.120240480961924
2022-08-10,-1.0,0.000717696776327715,False,5.7999999999999545,57.999999999999545,55.179999999999545,0.16178521617852062
2022-08-11,-1.0,0.0015490155785967612,False,7.7000000000000455,77.00000000000045,74.18000000000046,0.21739897653079374
2022-08-12,-1.0,0.0027165643871856922,False,-11.700000000000045,-117.00000000000045,-119.82000000000045,-0.34061135371179224
2022-08-15,-1.0,0.000824787663945417,False,25.0,250.0,247.18,0.7377895824110975
2022-08-16,-1.0,0.00039002647102586195,False,4.5,45.0,42.18,0.12805587892898726
2022-08-17,1.0,-0.0001675556428282368,False,-11.200000000000045,-112.00000000000045,-114.82000000000045,-0.33209785025945315
2022-08-18,1.0,-0.0009559961363548251,False,-4.100000000000136,-41.000000000001364,-43.820000000001365,-0.12139847397791097
2022-08-19,1.0,-0.00022559359409859902,False,-12.5,-125.0,-127.82,-0.3761014399312274
2022-08-22,-1.0,5.680365817073125e-05,False,12.299999999999955,122.99999999999955,120.17999999999955,0.3791615289765709
2022-08-23,-1.0,0.0005146827666298704,False,-11.100000000000136,-111.00000000000136,-113.82000000000136,-0.34190008663009375
2022-08-24,-1.0,0.00028401829268725034,False,-4.7000000000000455,-47.000000000000455,-49.820000000000455,-0.14369211401852489
2022-08-25,1.0,-0.0003965893369450413,False,5.899999999999864,58.999999999998636,56.179999999998635,0.18389610389609964
2022-08-26,-1.0,0.0009032404362532943,False,23.0,230.0,227.18,0.7265170407315046
2022-08-29,1.0,-0.0008006863453216239,False,2.7000000000000455,27.000000000000455,24.180000000000454,0.08393564933551084
2022-08-30,1.0,-5.712816705822653e-05,False,-15.5,-155.0,-157.82,-0.4727050930161636
2022-08-31,-1.0,0.0009218183518464053,False,14.900000000000091,149.0000000000009,146.18000000000092,0.464066028186564
2022-09-01,-1.0,0.0008128665604643767,False,17.09999999999991,170.9999999999991,168.1799999999991,0.5349601126231789
2022-09-02,-1.0,0.001464429280837667,False,-12.5,-125.0,-127.82,-0.3990104540738969
2022-09-05,-1.0,0.0016257333894802973,False,2.5,25.0,22.18,0.08134049129656744
2022-09-06,1.0,-0.0006392933120994898,False,-9.199999999999818,-91.99999999999818,-94.81999999999817,-0.3078982597054826
2022-09-07,-1.0,0.000934743305777501,False,-16.200000000000045,-162.00000000000045,-164.82000000000045,-0.5301914580265109
2022-09-08,1.0,-0.00011570056706192494,False,-10.599999999999909,-105.99999999999909,-108.81999999999908,-0.34056224899598103
2022-09-09,-1.0,0.0012798140199451965,False,-6.900000000000091,-69.00000000000091,-71.8200000000009,-0.2176484504376655
2022-09-12,-1.0,0.0005788712173223089,False,-7.400000000000091,-74.00000000000091,-76.8200000000009,-0.23270440251572616
2022-09-13,-1.0,0.00011524056480627322,False,22.59999999999991,225.9999999999991,223.1799999999991,0.7238369765393518
2022-09-14,1.0,-0.00029192818773960506,False,-7.0,-70.0,-72.82,-0.21207301370900558
2022-09-15,-1.0,0.0011134227175056703,False,34.5,345.0,342.18,1.0670378102528417
2022-09-16,-1.0,0.0006573247121855583,False,-8.400000000000091,-84.00000000000091,-86.8200000000009,-0.24745912505523915
2022-09-19,-1.0,0.001603563818006497,False,1.5,15.0,12.18,0.042900042900042894
2022-09-20,-1.0,0.0008905513100810629,False,11.5,115.0,112.18,0.3294656925941842
2022-09-21,1.0,-0.0005976929231783676,False,8.600000000000136,86.00000000000136,83.18000000000137,0.24851900014449171
2022-09-22,-1.0,0.0009512485854042466,False,2.599999999999909,25.99999999999909,23.17999999999909,0.07180336923501543
2022-09-23,1.0,-0.0010718752887139851,False,-27.40000000000009,-274.0000000000009,-276.8200000000009,-0.7350771294433287
2022-09-26,-1.0,0.0006660410164174664,False,20.09999999999991,200.9999999999991,198.1799999999991,0.5293304365000964
2022-09-27,1.0,-0.0016557818151430855,False,5.7000000000000455,57.000000000000455,54.180000000000454,0.14931237721021726
2022-09-28,-1.0,0.0011614048189552482,False,-32.59999999999991,-325.9999999999991,-328.8199999999991,-0.8511193786306348
2022-09-29,1.0,-0.0007789795761977241,False,1.3999999999998636,13.999999999998636,11.179999999998635,0.03440860215053427
2022-09-30,1.0,-0.0005991252950167802,False,1.300000000000182,13.000000000001819,10.180000000001819,0.03195673549656297
2022-10-03,-1.0,0.000359238418424516,False,-39.09999999999991,-390.9999999999991,-393.8199999999991,-0.9729998755754612
2022-10-04,1.0,-0.0008192404928908933,False,25.09999999999991,250.9999999999991,248.1799999999991,0.5853886070783024
2022-10-05,-1.0,0.0014412962628797025,False,10.5,105.0,102.18,0.24146257330113832
2022-10-06,-1.0,0.00034770514953928766,False,3.2000000000000455,32.000000000000455,29.180000000000454,0.0737667127708632
2022-10-07,1.0,-0.0006968236737450808,False,-18.299999999999955,-182.99999999999955,-185.81999999999954,-0.42575466759727676
2022-10-10,-1.0,0.00046959380999121177,False,28.0,280.0,277.18,0.6479231748235563
2022-10-11,1.0,-0.0003580593223192149,False,-2.1000000000001364,-21.000000000001364,-23.820000000001365,-0.04769204564810392
2022-10-13,1.0,-0.0009514748576994952,False,-10.299999999999955,-102.99999999999955,-105.81999999999954,-0.23751873630808137
2022-10-14,-1.0,0.0016747417037166737,False,24.59999999999991,245.9999999999991,243.1799999999991,0.5656147611657159
2022-10-17,-1.0,0.00018194499246609178,False,-4.7000000000000455,-47.000000000000455,-49.820000000000455,-0.10723248916267494
2022-10-18,-1.0,0.0010878763311503478,False,-1.2999999999999545,-12.999999999999545,-15.819999999999546,-0.029443406375628887
2022-10-19,-1.0,0.00012070734518852701,False,22.5,225.0,222.18,0.5142269454919437
2022-10-20,-1.0,0.00036701737627528326,False,3.699999999999818,36.99999999999818,34.17999999999818,0.08575236108696492
2022-10-21,-1.0,0.0010415072162175097,False,-27.100000000000136,-271.00000000000136,-273.82000000000136,-0.6349206349206382
2022-10-24,-1.0,0.0015648513575470511,False,8.0,80.0,77.18,0.18592760443902154
2022-10-26,1.0,-0.0007841954858218658,False,11.800000000000182,118.00000000000182,115.18000000000183,0.27338546191717783
2022-10-27,1.0,-0.00011984659650013372,False,-2.0,-20.0,-22.82,-0.04831793199251074
2022-10-28,-1.0,0.00047987524164836147,False,18.90000000000009,189.0000000000009,186.18000000000092,0.4628099173553741
2022-10-31,1.0,-0.0007888589261904744,False,-12.099999999999909,-120.99999999999909,-123.81999999999908,-0.28923150472092524
2022-11-01,-1.0,0.0009779951879767099,False,-14.600000000000136,-146.00000000000136,-148.82000000000136,-0.3688265757231308
2022-11-02,1.0,-0.0007875208645689905,False,-10.599999999999909,-105.99999999999909,-108.81999999999908,-0.27184715009296423
2022-11-03,1.0,-0.00042705061198691476,False,-5.5,-55.0,-57.82,-0.13899418751579476
2022-11-04,1.0,-0.0006737100239510174,False,52.399999999999864,523.9999999999986,521.1799999999986,1.3113113113113082
2022-11-07,1.0,-0.002139292472647718,False,-3.7000000000000455,-37.000000000000455,-39.820000000000455,-0.08750147806550894
2022-11-08,-1.0,0.0010725778647142953,True,-40.82249999999999,-408.2249999999999,-411.0449999999999,-1.0
2022-11-09,1.0,-0.00040807998933988925,False,-7.2000000000000455,-72.00000000000045,-74.82000000000045,-0.167247386759583
2022-11-10,-1.0,0.0012288967810416556,True,-43.319999999999936,-433.19999999999936,-436.01999999999936,-0.9999999999999987
2022-11-11,1.0,-0.0002842766599580804,False,12.300000000000182,123.00000000000182,120.18000000000183,0.27730808251606776
2022-11-14,1.0,-0.0007343595867378082,False,6.100000000000136,61.000000000001364,58.180000000001364,0.13919790062182988
2022-11-15,1.0,-0.0009578274952642666,False,7.900000000000091,79.00000000000091,76.18000000000092,0.1811718839582638
2022-11-16,1.0,-0.00022450468747835218,False,-4.0,-40.0,-42.82,-0.09088843444671671
2022-11-17,1.0,-0.0007316318529921473,False,-12.799999999999955,-127.99999999999955,-130.81999999999954,-0.29727689717238476
2022-11-18,-1.0,0.00022680880115361624,False,13.5,135.0,132.18,0.31468531468531485
2022-11-21,-1.0,0.0012561381119554338,False,11.799999999999955,117.99999999999955,115.17999999999955,0.28559327161614223
2022-11-22,1.0,-0.0006896155666668608,False,1.5,15.0,12.18,0.03674444240308654
2022-11-23,1.0,-0.00040214862806071423,False,11.600000000000136,116.00000000000136,113.18000000000137,0.29029029029029363
2022-11-24,1.0,-0.0007994518470560199,False,4.7999999999999545,47.999999999999545,45.179999999999545,0.11764705882352826
2022-11-25,1.0,-5.697194133430816e-05,False,-0.5,-5.0,-7.82,-0.012421588721197441
2022-11-28,-1.0,0.00017095478287634507,False,16.09999999999991,160.9999999999991,158.1799999999991,0.4115541922290366
2022-11-29,-1.0,0.009956594039666679,False,-6.400000000000091,-64.00000000000091,-66.8200000000009,-0.16016016016016252
2022-11-30,-1.0,0.0006238480281726222,False,-20.40000000000009,-204.0000000000009,-206.8200000000009,-0.5177993527508115
2022-12-01,1.0,-0.0014021707897588814,False,36.0,360.0,357.18,0.9302325581395349
2022-12-02,1.0,-0.0007154453952570162,False,-5.0,-50.0,-52.82,-0.12628654416871882
2022-12-05,1.0,-0.00022084805743476522,False,-31.5,-315.0,-317.82,-0.8403361344537815
2022-12-06,-1.0,0.0014039030805072365,False,-1.7999999999999545,-17.999999999999545,-20.819999999999546,-0.045325779036826046
2022-12-07,1.0,-0.0002242655313278222,False,16.399999999999864,163.99999999999864,161.17999999999864,0.4461674488199649
2022-12-08,1.0,-0.0009449957622561766,False,2.7000000000000455,27.000000000000455,24.180000000000454,0.07317073170731826
2022-12-09,-1.0,0.000666148575760762,False,-4.900000000000091,-49.00000000000091,-51.82000000000091,-0.1447348988332621
2022-12-12,-1.0,0.0009403955885945878,False,16.799999999999955,167.99999999999955,165.17999999999955,0.5040504050405022
2022-12-13,-1.0,0.00039059231029733686,True,-33.194999999999936,-331.94999999999936,-334.76999999999936,-0.9999999999999974
2022-12-14,-1.0,0.0006034175558172048,False,5.5,55.0,52.18,0.15692988087595394
2022-12-15,-1.0,0.0005499037806982096,False,32.0,320.0,317.18,0.9005206134796673
2022-12-16,-1.0,0.0002797594087346738,False,-14.299999999999955,-142.99999999999955,-145.81999999999954,-0.387849199891509
2022-12-19,1.0,-0.00033305578992300175,False,-4.900000000000091,-49.00000000000091,-51.82000000000091,-0.1330076004343129
2022-12-20,-1.0,0.0003896140087691877,False,-30.200000000000045,-302.00000000000045,-304.82000000000045,-0.8290439914899462
2022-12-21,-1.0,0.00032831737641009196,False,3.7000000000000455,37.000000000000455,34.180000000000454,0.09667515840355456
2022-12-22,1.0,-0.0001096491229167539,False,-24.100000000000136,-241.00000000000136,-243.82000000000136,-0.6613157714207346
2022-12-23,-1.0,0.0007220417431636766,False,-4.2000000000000455,-42.000000000000455,-44.820000000000455,-0.10911925175370334
2022-12-27,-1.0,0.001217892090307295,False,-13.900000000000091,-139.0000000000009,-141.8200000000009,-0.36268754076973464
2022-12-28,1.0,-0.00038439362379909497,False,-8.700000000000045,-87.00000000000045,-89.82000000000045,-0.2229054573405082
2022-12-29,1.0,-5.518916086280105e-05,False,9.599999999999909,95.99999999999909,93.1799999999991,0.24634334103156025
2022-12-30,1.0,-0.00016471298799146703,False,8.599999999999909,85.99999999999909,83.1799999999991,0.22505724566568272
