trade_date,direction,signal,stopped,raw_ret_pts,gross_usd,net_usd,r_multiple
2019-09-09,-1.0,0.001067805760830137,False,4.0000000000000105e-05,500.0000000000013,491.9300000000013,0.4938271604938295
2019-09-13,-1.0,0.006465539764642031,False,-0.0,-0.0,-8.07,-0.0
2019-09-16,-1.0,0.0032171609517753215,False,2.9999999999998778e-05,374.9999999999847,366.9299999999847,0.4255319148935998
2019-09-18,-1.0,0.001074691129765581,False,3.0000000000000512e-05,375.0000000000064,366.93000000000643,0.42857142857143476
2019-09-23,1.0,-0.0021413284413432264,False,3.0000000000000512e-05,375.0000000000064,366.93000000000643,0.43478260869565866
2019-09-24,1.0,-0.0010689471889050444,False,4.99999999999997e-05,624.9999999999962,616.9299999999962,0.7305936073059301
2019-09-25,1.0,-0.0010643960557865904,False,-6.0000000000001025e-05,-750.0000000000128,-758.0700000000129,-0.8500000000000123
2019-09-30,1.0,-0.0010746911297656314,False,0.0,0.0,-8.07,0.0
2019-10-03,-1.0,0.0010666667678024464,False,-2.000000000000092e-05,-250.0000000000115,-258.07000000001153,-0.25889967637541567
2019-10-07,-1.0,0.002125399312313315,False,5.999999999999929e-05,749.9999999999911,741.9299999999911,0.7619047619047512
2019-10-08,-1.0,0.001067805760830137,False,-9.999999999999593e-06,-124.99999999999491,-133.0699999999949,-0.12345679012345165
2019-10-10,1.0,-0.0010700910598445156,False,-4.0000000000000105e-05,-500.0000000000013,-508.0700000000013,-0.47619047619047694
2019-10-11,-1.0,0.001074691129765581,False,5.000000000000143e-05,625.0000000000178,616.9300000000178,0.579710144927552
2019-10-21,1.0,-0.0010804971337541407,False,-9.999999999999593e-06,-124.99999999999491,-133.0699999999949,-0.11396011396010958
2019-10-29,1.0,-0.0010863662122208519,False,9.999999999999593e-06,124.99999999999491,116.92999999999492,0.1333333333333287
2019-11-04,1.0,-0.0010793309196759054,False,-2.9999999999998778e-05,-374.9999999999847,-383.0699999999847,-0.4444444444444282
2019-11-18,-1.0,0.0010863662122207896,False,-1.0000000000001327e-05,-125.00000000001658,-133.0700000000166,-0.17094017094019376
2019-11-21,-1.0,0.0010840109462583103,False,9.999999999999593e-06,124.99999999999491,116.92999999999492,0.16666666666665944
2019-11-25,1.0,-0.0010851873012870748,False,-1.9999999999999185e-05,-249.99999999998983,-258.0699999999898,-0.32520325203250516
2019-12-02,1.0,-0.0010934938213712185,False,4.0000000000000105e-05,500.0000000000013,491.9300000000013,0.7511737089201855
2019-12-11,1.0,-0.0010875476873988823,False,3.0000000000000512e-05,375.0000000000064,366.93000000000643,0.5479452054794577
2019-12-12,1.0,-0.0010851873012870748,True,-5.400000000000023e-05,-675.0000000000028,-683.0700000000029,-0.9999999999999969
2019-12-13,-1.0,0.004362057080165828,False,-9.999999999999593e-06,-124.99999999999491,-133.0699999999949,-0.17777777777776912
2019-12-18,-1.0,0.001088731735196434,False,9.999999999999593e-06,124.99999999999491,116.92999999999492,0.18518518518517582
2019-12-20,1.0,-0.0010875476873988823,False,-9.999999999999593e-06,-124.99999999999491,-133.0699999999949,-0.1877934272300373
2019-12-27,1.0,-0.001091107582334568,False,2.000000000000092e-05,250.0000000000115,241.93000000001152,0.392156862745114
2020-01-06,-1.0,0.002150538463228565,False,5.000000000000143e-05,625.0000000000178,616.9300000000178,0.9259259259259499
2020-01-10,-1.0,0.001091107582334557,False,9.999999999999593e-06,124.99999999999491,116.92999999999492,0.15686274509803214
2020-01-17,1.0,-0.0010982977490625657,False,9.999999999999593e-06,124.99999999999491,116.92999999999492,0.1709401709401641
2020-01-24,1.0,-0.0010922993986089273,False,1.9999999999999185e-05,249.99999999998983,241.92999999998983,0.3292181069958714
2020-01-27,-1.0,0.0032661977866211022,False,-9.999999999999593e-06,-124.99999999999491,-133.0699999999949,-0.1626016260162536
2020-01-29,1.0,-0.0010887317351965606,False,9.999999999999593e-06,124.99999999999491,116.92999999999492,0.16460905349793603
2020-01-30,-1.0,0.001087547687398919,False,-0.0,-0.0,-8.07,-0.0
2020-02-05,-1.0,0.001092299398608865,False,4.0000000000000105e-05,500.0000000000013,491.9300000000013,0.6584362139917727
2020-02-12,1.0,-0.0010958905206370011,False,-1.9999999999999185e-05,-249.99999999998983,-258.0699999999898,-0.37037037037035614
2020-02-18,-1.0,0.0010970928143729272,False,-0.0,-0.0,-8.07,-0.0
2020-02-19,1.0,-0.0010970928143729881,True,-5.5499999999999994e-05,-693.7499999999999,-701.8199999999999,-1.000000000000003
2020-02-24,-1.0,0.0011142062434033359,True,-6.975000000000037e-05,-871.8750000000045,-879.9450000000046,-1.0000000000000104
2020-02-25,-1.0,0.0011055833077498758,False,-4.0000000000000105e-05,-500.0000000000013,-508.0700000000013,-0.5280528052805319
2020-02-26,1.0,-0.0011007155761857384,False,-1.9999999999999185e-05,-249.99999999998983,-258.0699999999898,-0.2515723270440161
2020-02-28,-1.0,0.0032876741941917083,True,-8.324999999999999e-05,-1040.6249999999998,-1048.6949999999997,-1.0000000000000047
2020-03-02,-1.0,0.0053734680611431445,False,9.99999999999994e-05,1249.9999999999925,1241.9299999999926,1.0840108401083972
2020-03-03,-1.0,0.0010828371388318981,True,-9.750000000000036e-05,-1218.7500000000045,-1226.8200000000045,-1.0000000000000073
2020-03-04,-1.0,0.0010712373814988586,False,2.9999999999998778e-05,374.9999999999847,366.9299999999847,0.29411764705881266
2020-03-05,1.0,-0.0010746911297656314,False,0.00014000000000000123,1750.0000000000155,1741.9300000000155,1.3429256594724384
2020-03-06,1.0,-0.002120891569137736,False,6.0000000000001025e-05,750.0000000000128,741.9300000000128,0.5263157894736942
2020-03-10,-1.0,0.0010230179920347083,False,0.0002999999999999999,3749.999999999999,3741.929999999999,2.105263157894741
2020-03-11,-1.0,0.0021074823395645778,False,-4.99999999999997e-05,-624.9999999999962,-633.0699999999963,-0.29629629629629517
2020-03-12,-1.0,0.0020920509722241725,False,8.000000000000021e-05,1000.0000000000026,991.9300000000026,0.4577968526466401
2020-03-13,-1.0,0.008394592843026516,False,0.00028000000000000073,3500.000000000009,3491.930000000009,1.4583333333333395
2020-03-20,1.0,-0.00220507255831387,False,-2.000000000000092e-05,-250.0000000000115,-258.07000000001153,-0.07866273352999384
