trade_date,direction,signal,stopped,raw_ret_pts,gross_usd,net_usd,r_multiple
2022-08-08,1.0,-0.01006206893921098,False,14.199999999999818,141.99999999999818,139.1799999999982,0.36354326676906906
2022-08-09,-1.0,0.007897705121721974,False,-4.5,-45.0,-47.82,-0.120240480961924
2022-08-10,-1.0,0.0024883200098985187,False,5.7999999999999545,57.999999999999545,55.179999999999545,0.16178521617852062
2022-08-11,1.0,-0.0032060167862261865,False,-7.7000000000000455,-77.00000000000045,-79.82000000000045,-0.21739897653079374
2022-08-12,1.0,-0.0042655799657824655,False,11.700000000000045,117.00000000000045,114.18000000000046,0.34061135371179224
2022-08-15,-1.0,0.006456797907317774,False,25.0,250.0,247.18,0.7377895824110975
2022-08-16,1.0,-0.013836072181962969,False,-4.5,-45.0,-47.82,-0.12805587892898726
2022-08-17,1.0,-0.0025099714769688743,False,-11.200000000000045,-112.00000000000045,-114.82000000000045,-0.33209785025945315
2022-08-18,1.0,-0.006275585116497612,False,-4.100000000000136,-41.000000000001364,-43.820000000001365,-0.12139847397791097
2022-08-19,1.0,-0.0023094048059414214,False,-12.5,-125.0,-127.82,-0.3761014399312274
2022-08-22,1.0,-0.007075567967398395,False,-12.299999999999955,-122.99999999999955,-125.81999999999954,-0.3791615289765709
2022-08-23,1.0,-0.0070111724487195975,False,11.100000000000136,111.00000000000136,108.18000000000137,0.34190008663009375
2022-08-24,-1.0,0.006326069026694012,False,-4.7000000000000455,-47.000000000000455,-49.820000000000455,-0.14369211401852489
2022-08-25,-1.0,0.002665836353734009,False,-5.899999999999864,-58.999999999998636,-61.819999999998636,-0.18389610389609964
2022-08-26,-1.0,0.0033377679277611697,False,23.0,230.0,227.18,0.7265170407315046
2022-08-29,1.0,-0.013063172074436535,False,2.7000000000000455,27.000000000000455,24.180000000000454,0.08393564933551084
2022-08-30,-1.0,0.0015436072012763996,False,15.5,155.0,152.18,0.4727050930161636
2022-08-31,1.0,-0.008894558395379774,False,-14.900000000000091,-149.0000000000009,-151.8200000000009,-0.464066028186564
2022-09-01,1.0,-0.008617502216663523,False,-17.09999999999991,-170.9999999999991,-173.81999999999908,-0.5349601126231789
2022-09-02,1.0,-0.009974126841455693,False,12.5,125.0,122.18,0.3990104540738969
2022-09-05,-1.0,0.007290149803553754,False,2.5,25.0,22.18,0.08134049129656744
2022-09-06,1.0,-0.0014514211959010814,False,-9.199999999999818,-91.99999999999818,-94.81999999999817,-0.3078982597054826
2022-09-07,1.0,-0.005362880821742224,False,16.200000000000045,162.00000000000045,159.18000000000046,0.5301914580265109
2022-09-08,-1.0,0.009415389792360656,False,10.599999999999909,105.99999999999909,103.1799999999991,0.34056224899598103
2022-09-09,1.0,-0.006151365729279322,False,6.900000000000091,69.00000000000091,66.18000000000092,0.2176484504376655
2022-09-12,-1.0,0.004003370494333547,False,-7.400000000000091,-74.00000000000091,-76.8200000000009,-0.23270440251572616
2022-09-13,-1.0,0.004273263995388479,False,22.59999999999991,225.9999999999991,223.1799999999991,0.7238369765393518
2022-09-14,1.0,-0.013106955600075647,False,-7.0,-70.0,-72.82,-0.21207301370900558
2022-09-15,1.0,-0.0040959682776798975,True,-32.33249999999998,-323.3249999999998,-326.1449999999998,-0.9999999999999996
2022-09-16,1.0,-0.020413098238970948,False,8.400000000000091,84.00000000000091,81.18000000000092,0.24745912505523915
2022-09-19,-1.0,0.0050053733390694214,False,1.5,15.0,12.18,0.042900042900042894
2022-09-20,1.0,-0.0008905513100811543,False,-11.5,-115.0,-117.82,-0.3294656925941842
2022-09-21,1.0,-0.006847914335892987,False,8.600000000000136,86.00000000000136,83.18000000000137,0.24851900014449171
2022-09-22,-1.0,0.005128522183536409,False,2.599999999999909,25.99999999999909,23.17999999999909,0.07180336923501543
2022-09-23,1.0,-0.001546238785618967,False,-27.40000000000009,-274.0000000000009,-276.8200000000009,-0.7350771294433287
2022-09-26,1.0,-0.016459793721904745,False,-20.09999999999991,-200.9999999999991,-203.81999999999908,-0.5293304365000964
2022-09-27,1.0,-0.012240949412493145,False,5.7000000000000455,57.000000000000455,54.180000000000454,0.14931237721021726
2022-09-28,-1.0,0.003492329622444538,False,-32.59999999999991,-325.9999999999991,-328.8199999999991,-0.8511193786306348
2022-09-29,-1.0,0.019719971233400156,False,-1.3999999999998636,-13.999999999998636,-16.819999999998636,-0.03440860215053427
2022-09-30,-1.0,0.0008388759554794809,False,-1.300000000000182,-13.000000000001819,-15.82000000000182,-0.03195673549656297
2022-10-03,-1.0,0.0007787929104126843,False,-39.09999999999991,-390.9999999999991,-393.8199999999991,-0.9729998755754612
2022-10-04,-1.0,0.023136442208126558,False,-25.09999999999991,-250.9999999999991,-253.81999999999908,-0.5853886070783024
2022-10-05,-1.0,0.014586921435217781,False,10.5,105.0,102.18,0.24146257330113832
2022-10-06,1.0,-0.006067453822326183,False,-3.2000000000000455,-32.000000000000455,-34.820000000000455,-0.0737667127708632
2022-10-07,1.0,-0.0018558260850340214,False,-18.299999999999955,-182.99999999999955,-185.81999999999954,-0.42575466759727676
2022-10-10,1.0,-0.010687169199308766,False,-28.0,-280.0,-282.82,-0.6479231748235563
2022-10-11,1.0,-0.016568426347232705,False,-2.1000000000001364,-21.000000000001364,-23.820000000001365,-0.04769204564810392
2022-10-12,1.0,-0.0012542182191812488,False,9.100000000000136,91.00000000000136,88.18000000000137,0.21101449275362621
2022-10-13,-1.0,0.005423620887962114,False,10.299999999999955,102.99999999999955,100.17999999999955,0.23751873630808137
2022-10-14,1.0,-0.0061468877339793645,False,-24.59999999999991,-245.9999999999991,-248.81999999999908,-0.5656147611657159
2022-10-17,1.0,-0.014810625933394921,False,4.7000000000000455,47.000000000000455,44.180000000000454,0.10723248916267494
2022-10-18,-1.0,0.0028461580965517827,False,-1.2999999999999545,-12.999999999999545,-15.819999999999546,-0.029443406375628887
2022-10-19,-1.0,0.000784953094073501,False,22.5,225.0,222.18,0.5142269454919437
2022-10-20,1.0,-0.013671791262297575,False,-3.699999999999818,-36.99999999999818,-39.81999999999818,-0.08575236108696492
