exit_date,trade_number,signal,qty,net_pnl_usd,pnl_per_contract,commission_usd,mae_usd,mfe_usd,duration_bars,is_scalein
2020-11-16,76,ORB Long,2,229.36,114.68,3.64,-211.82,242.18,26,False
2020-11-17,77,ORB Long,2,-295.64,-147.82,3.64,-352.82,0.18,12,False
2020-11-18,78,ORB Long,2,-460.64,-230.32,3.64,-458.82,154.18,17,False
2020-11-19,79,ORB Long,2,178.36,89.18,3.64,-146.82,321.18,27,False
2020-11-20,80,ORB Long,2,-423.64,-211.82,3.64,-421.82,82.18,22,False
2020-11-24,81,ORB Long,2,553.36,276.68,3.64,0.0,570.18,24,False
2020-11-25,82,ORB Long,2,97.36,48.68,3.64,-110.82,138.18,14,False
2020-11-29,83,ORB Long,2,254.36,127.18,3.64,-89.82,327.18,13,False
2020-11-30,84,ORB Long,2,74.36,37.18,3.64,-32.82,78.18,2,False
2020-12-01,85,ORB Long,2,174.36,87.18,3.64,-166.82,483.18,21,False
2020-12-02,86,ORB Long,2,254.36,127.18,3.64,-12.82,306.18,26,False
2020-12-03,87,ORB Long,2,-68.64,-34.32,3.64,-243.82,143.18,26,False
2020-12-04,88,ORB Long,2,12.36,6.18,3.64,-132.82,113.18,27,False
2020-12-07,89,ORB Long,2,-56.64,-28.32,3.64,-152.82,108.18,27,False
2020-12-08,90,ORB Long,2,236.36,118.18,3.64,-37.82,256.18,18,False
2020-12-09,91,ORB Long,2,-479.64,-239.82,3.64,-477.82,1.18,11,False
2020-12-10,92,ORB Long,2,55.36,27.68,3.64,-99.82,292.18,27,False
2020-12-15,93,ORB Long,2,47.36,23.68,3.64,-54.82,94.18,6,False
2020-12-16,94,ORB Long,2,206.36,103.18,3.64,-62.82,314.18,24,False
2020-12-17,95,ORB Long,2,-38.64,-19.32,3.64,-55.82,15.18,2,False
2020-12-21,96,ORB Long,2,162.36,81.18,3.64,-52.82,213.18,15,False
2020-12-22,97,ORB Long,2,-177.64,-88.82,3.64,-624.82,0.0,27,False
2020-12-23,98,ORB Long,2,-286.64,-143.32,3.64,-424.82,13.18,14,False
2020-12-28,99,ORB Long,2,53.36,26.68,3.64,-24.82,111.18,18,False
2021-01-05,100,ORB Long,2,200.36,100.18,3.64,-261.82,219.18,26,False
2021-01-06,101,ORB Long,2,191.36,95.68,3.64,-88.82,640.18,18,False
2021-01-07,102,ORB Long,2,344.36,172.18,3.64,-26.82,481.18,27,False
2021-01-08,103,ORB Long,2,285.36,142.68,3.64,-502.82,288.18,26,False
2021-01-11,104,ORB Long,2,-284.64,-142.32,3.64,-414.82,149.18,26,False
2021-01-13,105,ORB Long,2,229.36,114.68,3.64,-184.82,343.18,26,False
2021-01-14,106,ORB Long,2,-435.64,-217.82,3.64,-433.82,52.18,19,False
2021-01-19,107,ORB Long,2,396.36,198.18,3.64,0.0,402.18,16,False
2021-01-20,108,ORB Long,2,390.36,195.18,3.64,0.0,541.18,26,False
2021-01-21,109,ORB Long,2,205.36,102.68,3.64,-113.82,317.18,26,False
2021-01-22,110,ORB Long,2,-128.64,-64.32,3.64,-242.82,48.18,27,False
2021-01-26,111,ORB Long,2,171.36,85.68,3.64,-218.82,359.18,23,False
2021-01-28,112,ORB Long,2,-389.64,-194.82,3.64,-501.82,578.18,25,False
2021-01-29,113,ORB Long,2,-1071.64,-535.82,3.64,-1234.82,73.18,25,False
2021-02-01,114,ORB Long,2,522.36,261.18,3.64,-248.82,673.18,24,False
2021-02-02,115,ORB Long,2,376.36,188.18,3.64,-88.82,416.18,26,False
2021-02-04,116,ORB Long,2,328.36,164.18,3.64,-47.82,364.18,16,False
2021-02-05,117,ORB Long,2,17.36,8.68,3.64,-120.82,159.18,17,False
2021-02-08,118,ORB Long,2,38.36,19.18,3.64,-314.82,71.18,26,False
2021-02-09,119,ORB Long,2,-36.64,-18.32,3.64,-170.82,122.18,27,False
2021-02-11,120,ORB Long,2,-368.64,-184.32,3.64,-366.82,18.18,6,False
2021-02-12,121,ORB Long,2,495.36,247.68,3.64,-131.82,501.18,26,False
2021-02-16,122,ORB Long,2,-483.64,-241.82,3.64,-481.82,62.18,8,False
2021-02-17,123,ORB Long,2,105.36,52.68,3.64,-515.82,155.18,27,False
2021-02-18,124,ORB Long,2,276.36,138.18,3.64,-406.82,397.18,26,False
2021-02-22,125,ORB Long,2,-677.64,-338.82,3.64,-675.82,72.18,22,False
2021-02-23,126,ORB Long,2,562.36,281.18,3.64,-528.82,960.18,25,False
2021-02-24,127,ORB Long,2,772.36,386.18,3.64,0.0,848.18,22,False
2021-02-26,128,ORB Long,2,-484.64,-242.32,3.64,-702.82,229.18,18,False
2021-03-01,129,ORB Long,2,781.36,390.68,3.64,-181.82,806.18,26,False
2021-03-04,130,ORB Long,2,-1160.64,-580.32,3.64,-1158.82,125.18,7,False
2021-03-05,131,ORB Long,2,101.36,50.68,3.64,-128.82,258.18,8,False
2021-03-08,132,ORB Long,2,-1600.64,-800.32,3.64,-1598.82,116.18,22,False
2021-03-09,133,ORB Long,2,331.36,165.68,3.64,-85.82,648.18,27,False
2021-03-11,134,ORB Long,2,144.36,72.18,3.64,0.0,448.18,23,False
2021-03-16,135,ORB Long,2,-278.64,-139.32,3.64,-590.82,250.18,27,False
2021-03-17,136,ORB Long,2,537.36,268.68,3.64,-386.82,942.18,27,False
2021-03-19,137,ORB Long,2,-50.64,-25.32,3.64,-319.82,214.18,23,False
2021-03-22,138,ORB Long,2,218.36,109.18,3.64,-104.82,592.18,27,False
2021-03-23,139,ORB Long,2,-545.64,-272.82,3.64,-543.82,202.18,23,False
2021-03-25,140,ORB Long,2,-50.64,-25.32,3.64,-775.82,133.18,26,False
2021-03-26,141,ORB Long,2,556.36,278.18,3.64,-482.82,668.18,26,False
2021-03-29,142,ORB Long,2,-53.64,-26.82,3.64,-370.82,98.18,14,False
2021-03-30,143,ORB Long,2,4.36,2.18,3.64,-253.82,110.18,20,False
2021-03-31,144,ORB Long,2,142.36,71.18,3.64,-5.82,422.18,27,False
2021-04-01,145,ORB Long,2,128.36,64.18,3.64,-138.82,153.18,26,False
2021-04-05,146,ORB Long,2,490.36,245.18,3.64,-77.82,552.18,27,False
2021-04-06,147,ORB Long,2,-55.64,-27.82,3.64,-207.82,226.18,27,False
2021-04-07,148,ORB Long,2,177.36,88.68,3.64,-67.82,258.18,27,False
2021-04-08,149,ORB Long,2,147.36,73.68,3.64,-235.82,156.18,27,False
2021-04-09,150,ORB Long,2,348.36,174.18,3.64,-105.82,473.18,27,False
2021-04-12,151,ORB Long,2,49.36,24.68,3.64,-168.82,74.18,16,False
2021-04-13,152,ORB Long,2,121.36,60.68,3.64,-233.82,205.18,27,False
2021-04-15,153,ORB Long,2,80.36,40.18,3.64,-140.82,223.18,25,False
2021-04-20,154,ORB Long,2,-545.64,-272.82,3.64,-543.82,31.18,5,False
2021-04-21,155,ORB Long,2,349.36,174.68,3.64,-173.82,495.18,27,False
2021-04-22,156,ORB Long,2,-435.64,-217.82,3.64,-433.82,116.18,12,False
2021-04-23,157,ORB Long,2,305.36,152.68,3.64,-33.82,611.18,27,False
2021-04-26,158,ORB Long,2,282.36,141.18,3.64,-30.82,346.18,26,False
2021-04-28,159,ORB Long,2,-18.64,-9.32,3.64,-378.82,83.18,27,False
2021-04-30,160,ORB Long,2,-168.64,-84.32,3.64,-327.82,199.18,27,False
2021-05-03,161,ORB Long,2,-525.64,-262.82,3.64,-581.82,122.18,26,False
2021-05-06,162,ORB Long,2,378.36,189.18,3.64,-173.82,408.18,20,False
2021-05-07,163,ORB Long,2,-203.64,-101.82,3.64,-422.82,171.18,26,False
2021-05-11,164,ORB Long,2,181.36,90.68,3.64,-580.82,417.18,27,False
2021-05-13,165,ORB Long,2,-311.64,-155.82,3.64,-690.82,222.18,26,False
2021-05-14,166,ORB Long,2,524.36,262.18,3.64,-143.82,631.18,27,False
2021-05-18,167,ORB Long,2,-488.64,-244.32,3.64,-486.82,136.18,18,False
2021-05-19,168,ORB Long,2,613.36,306.68,3.64,-244.82,708.18,26,False
2021-05-20,169,ORB Long,2,374.36,187.18,3.64,0.0,521.18,26,False
2021-05-24,170,ORB Long,2,268.36,134.18,3.64,0.0,408.18,26,False
2021-05-27,171,ORB Long,2,-27.64,-13.82,3.64,-210.82,85.18,25,False
2021-06-03,172,ORB Long,2,-166.64,-83.32,3.64,-216.82,153.18,23,False
2021-06-04,173,ORB Long,2,260.36,130.18,3.64,-2.82,342.18,27,False
2021-06-07,174,ORB Long,2,229.36,114.68,3.64,-131.82,239.18,14,False
2021-06-10,175,ORB Long,2,111.36,55.68,3.64,-474.82,127.18,27,False
2021-06-16,176,ORB Long,2,-360.64,-180.32,3.64,-358.82,61.18,10,False
2021-06-17,177,ORB Long,2,600.36,300.18,3.64,-38.82,695.18,27,False
2021-06-21,178,ORB Long,2,250.36,125.18,3.64,-239.82,284.18,26,False
2021-06-22,179,ORB Long,2,362.36,181.18,3.64,-123.82,407.18,24,False
2021-06-23,180,ORB Long,2,-129.64,-64.82,3.64,-297.82,42.18,27,False
2021-06-24,181,ORB Long,2,-114.64,-57.32,3.64,-237.82,140.18,26,False
2021-06-28,182,ORB Long,2,171.36,85.68,3.64,-16.82,241.18,27,False
2021-06-29,183,ORB Long,2,222.36,111.18,3.64,-133.82,236.18,24,False
2021-06-30,184,ORB Long,2,-57.64,-28.82,3.64,-205.82,27.18,24,False
2021-07-02,185,ORB Long,2,153.36,76.68,3.64,-23.82,269.18,21,False
2021-07-06,186,ORB Long,2,-383.64,-191.82,3.64,-381.82,61.18,8,False
2021-07-08,187,ORB Long,2,278.36,139.18,3.64,-306.82,456.18,27,False
2021-07-09,188,ORB Long,2,362.36,181.18,3.64,-78.82,435.18,27,False
2021-07-13,189,ORB Long,2,-204.64,-102.32,3.64,-323.82,319.18,28,False
2021-07-14,190,ORB Long,2,-383.64,-191.82,3.64,-519.82,16.18,27,False
2021-07-19,191,ORB Long,2,79.36,39.68,3.64,-498.82,100.18,21,False
2021-07-20,192,ORB Long,2,499.36,249.68,3.64,-82.82,721.18,26,False
2021-07-21,193,ORB Long,2,322.36,161.18,3.64,-121.82,341.18,28,False
2021-07-22,194,ORB Long,2,320.36,160.18,3.64,-179.82,349.18,27,False
2021-07-23,195,ORB Long,2,389.36,194.68,3.64,-8.82,490.18,26,False
2021-07-26,196,ORB Long,2,97.36,48.68,3.64,-69.82,138.18,28,False
2021-07-28,197,ORB Long,2,-162.64,-81.32,3.64,-405.82,206.18,27,False
2021-07-29,198,ORB Long,2,-631.64,-315.82,3.64,-664.82,54.18,25,False
2021-07-30,199,ORB Long,2,73.36,36.68,3.64,-151.82,126.18,28,False
2021-08-02,200,ORB Long,2,-340.64,-170.32,3.64,-449.82,25.18,22,False
2021-08-03,201,ORB Long,2,138.36,69.18,3.64,-77.82,203.18,20,False
2021-08-04,202,ORB Long,2,51.36,25.68,3.64,-81.82,162.18,19,False
2021-08-05,203,ORB Long,2,181.36,90.68,3.64,-88.82,188.18,28,False
2021-08-09,204,ORB Long,2,-56.64,-28.32,3.64,-93.82,26.18,9,False
2021-08-10,205,ORB Long,2,-373.64,-186.82,3.64,-371.82,11.18,2,False
2021-08-12,206,ORB Long,2,282.36,141.18,3.64,0.0,338.18,26,False
2021-08-13,207,ORB Long,2,-1.64,-0.82,3.64,-70.82,165.18,6,False
2021-08-17,208,ORB Long,2,-292.64,-146.32,3.64,-574.82,68.18,25,False
2021-08-18,209,ORB Long,2,-522.64,-261.32,3.64,-520.82,52.18,24,False
2021-08-19,210,ORB Long,2,213.36,106.68,3.64,-51.82,650.18,17,False
2021-08-20,211,ORB Long,2,2.36,1.18,3.64,-18.82,226.18,7,False
2021-08-23,212,ORB Long,2,495.36,247.68,3.64,-45.82,535.18,28,False
2021-08-24,213,ORB Long,2,29.36,14.68,3.64,-95.82,104.18,27,False
2021-08-26,214,ORB Long,2,-320.64,-160.32,3.64,-318.82,16.18,1,False
2021-08-27,215,ORB Long,2,377.36,188.68,3.64,0.0,443.18,27,False
2021-08-30,216,ORB Long,2,307.36,153.68,3.64,-41.82,352.18,28,False
2021-09-01,217,ORB Long,2,-252.64,-126.32,3.64,-282.82,62.18,27,False
2021-09-03,218,ORB Long,2,48.36,24.18,3.64,-144.82,119.18,28,False
2021-09-07,219,ORB Long,2,1.36,0.68,3.64,-149.82,127.18,24,False
2021-09-09,220,ORB Long,2,-493.64,-246.82,3.64,-491.82,21.18,24,False
2021-09-15,221,ORB Long,2,295.36,147.68,3.64,0.0,322.18,16,False
2021-09-16,222,ORB Long,2,90.36,45.18,3.64,-47.82,238.18,12,False
2021-09-21,223,ORB Long,2,-430.64,-215.32,3.64,-539.82,83.18,21,False
2021-09-22,224,ORB Long,2,102.36,51.18,3.64,0.0,494.18,16,False
2021-09-23,225,ORB Long,2,78.36,39.18,3.64,-39.82,284.18,28,False
2021-09-24,226,ORB Long,2,273.36,136.68,3.64,-172.82,343.18,28,False
2021-09-27,227,ORB Long,2,-175.64,-87.82,3.64,-381.82,61.18,23,False
2021-09-29,228,ORB Long,2,-477.64,-238.82,3.64,-689.82,93.18,28,False
2021-10-01,229,ORB Long,2,171.36,85.68,3.64,-79.82,328.18,12,False
2021-10-05,230,ORB Long,2,312.36,156.18,3.64,-31.82,688.18,28,False
2021-10-06,231,ORB Long,2,505.36,252.68,3.64,-288.82,521.18,26,False
2021-10-07,232,ORB Long,2,-262.64,-131.32,3.64,-349.82,181.18,28,False
2021-10-11,233,ORB Long,2,-702.64,-351.32,3.64,-731.82,148.18,28,False
2021-10-13,234,ORB Long,2,-48.64,-24.32,3.64,-210.82,66.18,11,False
2021-10-14,235,ORB Long,2,455.36,227.68,3.64,0.0,479.18,27,False
2021-10-15,236,ORB Long,2,174.36,87.18,3.64,-168.82,177.18,24,False
2021-10-18,237,ORB Long,2,598.36,299.18,3.64,-51.82,645.18,28,False
2021-10-19,238,ORB Long,2,219.36,109.68,3.64,-109.82,293.18,27,False
2021-10-20,239,ORB Long,2,-338.64,-169.32,3.64,-336.82,43.18,12,False
2021-10-21,240,ORB Long,2,140.36,70.18,3.64,-23.82,412.18,26,False
2021-10-25,241,ORB Long,2,439.36,219.68,3.64,0.0,450.18,20,False
2021-10-26,242,ORB Long,2,-533.64,-266.82,3.64,-624.82,168.18,27,False
2021-10-27,243,ORB Long,2,-207.64,-103.82,3.64,-323.82,297.18,28,False
2021-10-28,244,ORB Long,2,47.36,23.68,3.64,-118.82,359.18,26,False
2021-10-29,245,ORB Long,2,736.36,368.18,3.64,-67.82,739.18,28,False
2021-11-01,246,ORB Long,2,74.36,37.18,3.64,-326.82,118.18,15,False
2021-11-02,247,ORB Long,2,6.36,3.18,3.64,-248.82,95.18,28,False
2021-11-03,248,ORB Long,2,530.36,265.18,3.64,-105.82,591.18,11,False
2021-11-04,249,ORB Long,2,47.36,23.68,3.64,-39.82,341.18,6,False
2021-11-10,250,ORB Long,2,-1036.64,-518.32,3.64,-1034.82,185.18,19,False
2021-11-12,251,ORB Long,2,444.36,222.18,3.64,0.0,494.18,24,False
2021-11-16,252,ORB Long,2,159.36,79.68,3.64,-232.82,284.18,26,False
2021-11-17,253,ORB Long,2,119.36,59.68,3.64,-93.82,302.18,9,False
2021-11-18,254,ORB Long,2,11.36,5.68,3.64,-414.82,334.18,18,False
2021-11-19,255,ORB Long,2,-103.64,-51.82,3.64,-318.82,60.18,28,False
2021-11-22,256,ORB Long,2,-819.64,-409.82,3.64,-817.82,182.18,8,False
2021-11-23,257,ORB Long,2,-1038.64,-519.32,3.64,-1036.82,26.18,15,False
2021-11-24,258,ORB Long,2,579.36,289.68,3.64,-128.82,636.18,27,False
2021-11-29,259,ORB Long,2,456.36,228.18,3.64,-290.82,556.18,28,False
2021-11-30,260,ORB Long,2,-690.64,-345.32,3.64,-688.82,213.18,4,False
2021-12-01,261,ORB Long,2,-923.64,-461.82,3.64,-921.82,258.18,16,False
2021-12-02,262,ORB Long,2,86.36,43.18,3.64,-923.82,289.18,28,False
2021-12-06,263,ORB Long,2,351.36,175.68,3.64,-421.82,542.18,26,False
2021-12-07,264,ORB Long,2,547.36,273.68,3.64,-66.82,583.18,28,False
2021-12-08,265,ORB Long,2,186.36,93.18,3.64,-184.82,251.18,21,False
2021-12-15,266,ORB Long,2,1427.36,713.68,3.64,-188.82,1486.18,11,False
2021-12-17,267,ORB Long,2,147.36,73.68,3.64,-565.82,657.18,27,False
2021-12-20,268,ORB Long,2,120.36,60.18,3.64,-605.82,195.18,27,False
2021-12-21,269,ORB Long,2,697.36,348.68,3.64,-113.82,750.18,20,False
2021-12-22,270,ORB Long,2,663.36,331.68,3.64,-253.82,681.18,27,False
2021-12-23,271,ORB Long,2,256.36,128.18,3.64,0.0,472.18,27,False
2021-12-27,272,ORB Long,2,482.36,241.18,3.64,0.0,527.18,27,False
2021-12-30,273,ORB Long,2,-356.64,-178.32,3.64,-429.82,195.18,27,False
2022-01-03,274,ORB Long,2,33.36,16.68,3.64,-140.82,89.18,9,False
2022-01-05,275,ORB Long,2,-1143.64,-571.82,3.64,-1141.82,121.18,18,False
2022-01-06,276,ORB Long,2,-236.64,-118.32,3.64,-532.82,178.18,24,False
2022-01-10,277,ORB Long,2,801.36,400.68,3.64,-51.82,831.18,12,False
2022-01-11,278,ORB Long,2,921.36,460.68,3.64,-361.82,981.18,27,False
2022-01-12,279,ORB Long,2,-394.64,-197.32,3.64,-783.82,65.18,27,False
2022-01-14,280,ORB Long,2,150.36,75.18,3.64,-709.82,154.18,28,False
2022-01-18,281,ORB Long,2,-543.64,-271.82,3.64,-816.82,240.18,27,False
2022-01-19,282,ORB Long,2,-975.64,-487.82,3.64,-973.82,41.18,6,False
2022-01-20,283,ORB Long,2,-1058.64,-529.32,3.64,-1056.82,252.18,21,False
2022-01-21,284,ORB Long,2,-1518.64,-759.32,3.64,-1516.82,156.18,18,False
2022-01-24,285,ORB Long,2,950.36,475.18,3.64,-176.82,1042.18,6,False
2022-01-25,286,ORB Long,2,-1213.64,-606.82,3.64,-1211.82,383.18,9,False
2022-01-26,287,ORB Long,2,-1503.64,-751.82,3.64,-1501.82,567.18,20,False
2022-01-27,288,ORB Long,2,-1234.64,-617.32,3.64,-1232.82,214.18,13,False
2022-01-28,289,ORB Long,2,1303.36,651.68,3.64,-177.82,1358.18,24,False
2022-01-31,290,ORB Long,2,944.36,472.18,3.64,-15.82,1137.18,28,False
2022-02-01,291,ORB Long,2,635.36,317.68,3.64,0.0,723.18,5,False
2022-02-03,292,ORB Long,2,-1225.64,-612.82,3.64,-1223.82,172.18,22,False
2022-02-04,293,ORB Long,2,255.36,127.68,3.64,-553.82,957.18,27,False
2022-02-07,294,ORB Long,2,-719.64,-359.82,3.64,-1086.82,29.18,27,False
2022-02-08,295,ORB Long,2,152.36,76.18,3.64,0.0,679.18,15,False
2022-02-10,296,ORB Long,2,-860.64,-430.32,3.64,-1154.82,473.18,28,False
2022-02-14,297,ORB Long,2,-121.64,-60.82,3.64,-746.82,420.18,27,False
2022-02-15,298,ORB Long,2,232.36,116.18,3.64,-379.82,368.18,25,False
2022-02-16,299,ORB Long,2,283.36,141.68,3.64,0.0,492.18,10,False
2022-02-22,300,ORB Long,2,-411.64,-205.82,3.64,-1250.82,342.18,28,False
2022-02-24,301,ORB Long,2,2280.36,1140.18,3.64,-374.82,2573.18,28,False
2022-02-25,302,ORB Long,2,691.36,345.68,3.64,-312.82,721.18,25,False
2022-02-28,303,ORB Long,2,42.36,21.18,3.64,-449.82,590.18,9,False
2022-03-01,304,ORB Long,2,-1005.64,-502.82,3.64,-1003.82,75.18,8,False
2022-03-02,305,ORB Long,2,335.36,167.68,3.64,-397.82,724.18,25,False
2022-03-08,306,ORB Long,2,250.36,125.18,3.64,0.0,1167.18,6,False
2022-03-09,307,ORB Long,2,598.36,299.18,3.64,-222.82,802.18,27,False
2022-03-10,308,ORB Long,2,-31.64,-15.82,3.64,-733.82,223.18,27,False
2022-03-15,309,ORB Long,2,934.36,467.18,3.64,-185.82,1111.18,27,False
2022-03-16,310,ORB Long,2,1108.36,554.18,3.64,-1033.82,1217.18,28,False
2022-03-17,311,ORB Long,2,279.36,139.68,3.64,-550.82,610.18,28,False
2022-03-18,312,ORB Long,2,1128.36,564.18,3.64,-52.82,1158.18,28,False
2022-03-22,313,ORB Long,2,650.36,325.18,3.64,0.0,809.18,27,False
2022-03-23,314,ORB Long,2,-394.64,-197.32,3.64,-477.82,487.18,27,False
2022-03-24,315,ORB Long,2,837.36,418.68,3.64,-475.82,871.18,27,False
2022-03-25,316,ORB Long,2,-815.64,-407.82,3.64,-813.82,48.18,3,False
2022-03-28,317,ORB Long,2,369.36,184.68,3.64,-750.82,431.18,28,False
2022-03-29,318,ORB Long,2,5.36,2.68,3.64,-70.82,195.18,8,False
2022-03-30,319,ORB Long,2,-568.64,-284.32,3.64,-566.82,146.18,20,False
2022-04-04,320,ORB Long,2,440.36,220.18,3.64,-162.82,502.18,28,False
2022-04-06,321,ORB Long,2,-591.64,-295.82,3.64,-710.82,33.18,7,False
2022-04-07,322,ORB Long,2,-178.64,-89.32,3.64,-1040.82,222.18,27,False
2022-04-08,323,ORB Long,2,-647.64,-323.82,3.64,-715.82,34.18,23,False
2022-04-11,324,ORB Long,2,-703.64,-351.82,3.64,-776.82,41.18,27,False
2022-04-12,325,ORB Long,2,-1278.64,-639.32,3.64,-1276.82,73.18,18,False
2022-04-13,326,ORB Long,2,719.36,359.68,3.64,-5.82,945.18,27,False
2022-04-18,327,ORB Long,2,123.36,61.68,3.64,-589.82,275.18,27,False
2022-04-19,328,ORB Long,2,329.36,164.68,3.64,-62.82,901.18,25,False
2022-04-25,329,ORB Long,2,645.36,322.68,3.64,-504.82,733.18,26,False
2022-04-27,330,ORB Long,2,-138.64,-69.32,3.64,-1098.82,104.18,27,False
2022-04-28,331,ORB Long,2,58.36,29.18,3.64,0.0,1044.18,14,False
2022-04-29,332,ORB Long,2,-1685.64,-842.82,3.64,-1683.82,26.18,19,False
2022-05-02,333,ORB Long,2,456.36,228.18,3.64,-908.82,591.18,27,False
2022-05-03,334,ORB Long,2,14.36,7.18,3.64,-541.82,287.18,28,False
2022-05-04,335,ORB Long,2,97.36,48.68,3.64,-198.82,456.18,4,False
2022-05-06,336,ORB Long,2,-521.64,-260.82,3.64,-905.82,544.18,26,False
2022-05-06,337,Scale-in Long,2,-208.64,-104.32,3.64,-592.82,857.18,26,True
2022-05-11,338,ORB Long,2,-1509.64,-754.82,3.64,-1796.82,166.18,28,False
2022-05-11,339,Scale-in Long,2,-1246.64,-623.32,3.64,-1533.82,429.18,27,True
2022-05-12,341,Scale-in Long,2,-239.64,-119.82,3.64,-976.82,797.18,27,True
2022-05-12,340,ORB Long,2,-7.64,-3.82,3.64,-744.82,1029.18,27,False
2022-05-13,342,ORB Long,2,478.36,239.18,3.64,-99.82,755.18,28,False
2022-05-13,343,Scale-in Long,2,327.36,163.68,3.64,-250.82,604.18,27,True
2022-05-16,344,ORB Long,2,-490.64,-245.32,3.64,-677.82,166.18,26,False
2022-05-16,345,Scale-in Long,2,-520.64,-260.32,3.64,-707.82,136.18,26,True
2022-05-17,346,ORB Long,2,150.36,75.18,3.64,-655.82,171.18,11,False
2022-05-19,347,ORB Long,2,-322.64,-161.32,3.64,-524.82,390.18,27,False
2022-05-19,348,Scale-in Long,2,-47.64,-23.82,3.64,-249.82,665.18,26,True
2022-05-23,349,ORB Long,2,496.36,248.18,3.64,-372.82,582.18,25,False
2022-05-23,350,Scale-in Long,2,703.36,351.68,3.64,-64.82,789.18,24,True
2022-05-25,352,Scale-in Long,2,-23.64,-11.82,3.64,-476.82,572.18,26,True
2022-05-25,351,ORB Long,2,155.36,77.68,3.64,-297.82,751.18,26,False
2022-05-26,353,ORB Long,2,569.36,284.68,3.64,-75.82,913.18,28,False
2022-05-26,354,Scale-in Long,2,382.36,191.18,3.64,-141.82,726.18,27,True
2022-05-27,355,ORB Long,2,811.36,405.68,3.64,-65.82,817.18,28,False
2022-05-31,356,ORB Long,2,-144.64,-72.32,3.64,-350.82,315.18,20,False
2022-06-01,357,ORB Long,2,-1073.64,-536.82,3.64,-1071.82,23.18,5,False
2022-06-02,358,ORB Long,2,1387.36,693.68,3.64,-203.82,1421.18,27,False
2022-06-03,359,ORB Long,2,-685.64,-342.82,3.64,-870.82,43.18,27,False
2022-06-06,360,ORB Long,2,-933.64,-466.82,3.64,-931.82,98.18,9,False
2022-06-07,361,ORB Long,2,601.36,300.68,3.64,-152.82,843.18,28,False
2022-06-08,362,ORB Long,2,-560.64,-280.32,3.64,-723.82,58.18,28,False
2022-06-09,363,ORB Long,2,-1091.64,-545.82,3.64,-1089.82,133.18,22,False
2022-06-14,364,ORB Long,2,-381.64,-190.82,3.64,-880.82,0.0,14,False
2022-06-15,365,ORB Long,2,300.36,150.18,3.64,-697.82,827.18,19,False
2022-06-15,366,Scale-in Long,2,315.36,157.68,3.64,-682.82,842.18,19,True
2022-06-17,367,ORB Long,2,-23.64,-11.82,3.64,-228.82,278.18,15,False
2022-06-17,368,Scale-in Long,2,-242.64,-121.32,3.64,-447.82,11.18,15,True
2022-06-21,369,ORB Long,2,-189.64,-94.82,3.64,-266.82,200.18,28,False
2022-06-21,370,Scale-in Long,2,-256.64,-128.32,3.64,-333.82,133.18,27,True
2022-06-22,371,ORB Long,2,7.36,3.68,3.64,-135.82,618.18,8,False
2022-06-22,372,Scale-in Long,2,-348.64,-174.32,3.64,-363.82,464.18,27,True
2022-06-23,373,ORB Long,2,11.36,5.68,3.64,-549.82,331.18,27,False
2022-06-23,374,Scale-in Long,2,-64.64,-32.32,3.64,-625.82,255.18,25,True
2022-06-24,376,Scale-in Long,2,311.36,155.68,3.64,-339.82,379.18,27,True
2022-06-24,375,ORB Long,2,687.36,343.68,3.64,0.0,755.18,27,False
2022-06-29,377,ORB Long,2,-12.64,-6.32,3.64,-362.82,217.18,27,False
2022-06-29,378,Scale-in Long,2,38.36,19.18,3.64,-311.82,268.18,27,True
2022-06-30,379,ORB Long,2,-316.64,-158.32,3.64,-474.82,386.18,22,False
2022-06-30,380,Scale-in Long,2,-412.64,-206.32,3.64,-570.82,290.18,20,True
2022-07-01,381,ORB Long,2,223.36,111.68,3.64,-621.82,292.18,28,False
2022-07-01,382,Scale-in Long,2,538.36,269.18,3.64,-306.82,607.18,27,True
2022-07-05,383,ORB Long,2,82.36,41.18,3.64,-21.82,562.18,4,False
2022-07-05,384,Scale-in Long,2,1210.36,605.18,3.64,-180.82,1233.18,27,True
2022-07-06,385,ORB Long,2,71.36,35.68,3.64,-371.82,358.18,11,False
2022-07-06,386,Scale-in Long,2,239.36,119.68,3.64,-203.82,526.18,11,True
2022-07-07,388,Scale-in Long,2,329.36,164.68,3.64,-92.82,531.18,26,True
2022-07-07,387,ORB Long,2,331.36,165.68,3.64,-180.82,533.18,28,False
2022-07-08,389,ORB Long,2,276.36,138.18,3.64,-209.82,478.18,26,False
2022-07-08,390,Scale-in Long,2,170.36,85.18,3.64,-315.82,372.18,26,True
2022-07-13,391,ORB Long,2,209.36,104.68,3.64,-327.82,698.18,28,False
2022-07-13,392,Scale-in Long,2,268.36,134.18,3.64,-268.82,757.18,27,True
2022-07-14,393,ORB Long,2,488.36,244.18,3.64,-255.82,599.18,21,False
2022-07-14,394,Scale-in Long,2,437.36,218.68,3.64,-306.82,548.18,21,True
2022-07-15,395,ORB Long,2,132.36,66.18,3.64,-373.82,144.18,27,False
2022-07-15,396,Scale-in Long,2,180.36,90.18,3.64,-178.82,192.18,22,True
2022-07-18,397,ORB Long,2,-703.64,-351.82,3.64,-701.82,87.18,16,False
2022-07-18,398,Scale-in Long,2,-552.64,-276.32,3.64,-550.82,238.18,15,True
