n,exp,pf,wr,profitR,maxddR,fast,slow,session,volfloor,k,exit,req_exp
147,-0.17296090293230312,0.7615169745903956,0.2857142857142857,-25.42525273104856,35.40266485168552,9,50,ny0811,True,1.5,tp3.0,0.3889807928759191
152,-0.1890472697487712,0.7014814721447716,0.29605263157894735,-28.73518500181322,33.30942970067074,9,50,ny0811,True,1.5,trail2.0,0.3889807928759191
144,-0.19856610344303188,0.7186420127862497,0.25,-28.593518895796592,37.60449946984257,9,50,ny0811,True,1.5,trail3.0,0.3889807928759191
134,-0.08077010014767343,0.8593669821944464,0.41044776119402987,-10.82319341978824,15.952451024499933,9,50,ny0811,True,2.0,tp1.5,0.2917355946569393
130,-0.11546541316977679,0.8093633450271743,0.35384615384615387,-15.010503712070983,22.34128185548456,9,50,ny0811,True,2.0,tp2.0,0.2917355946569393
126,-0.15356762145662992,0.7533913474057744,0.3333333333333333,-19.34952030353537,24.874255310620665,9,50,ny0811,True,2.0,tp3.0,0.2917355946569393
138,-0.12438470665783855,0.7466483585193484,0.3333333333333333,-17.16508951878172,20.43702289864235,9,50,ny0811,True,2.0,trail2.0,0.2917355946569393
128,-0.15534662346464537,0.7336887171173377,0.3046875,-19.884367803474607,25.30196945979292,9,50,ny0811,True,2.0,trail3.0,0.2917355946569393
122,-0.11467796320434945,0.7849439020224173,0.36885245901639346,-13.990711510930632,24.918381232401277,9,50,ny0811,True,2.5,tp1.5,0.23338847572555144
118,-0.17859405913859067,0.6801278039239361,0.3389830508474576,-21.0740989783537,28.90217353968149,9,50,ny0811,True,2.5,tp2.0,0.23338847572555144
117,-0.17286179393496617,0.6914377464326884,0.3333333333333333,-20.224829890391042,27.59599751072532,9,50,ny0811,True,2.5,tp3.0,0.23338847572555144
135,-0.12082453419579679,0.7093238015559863,0.3333333333333333,-16.311312116432568,19.48262422380965,9,50,ny0811,True,2.5,trail2.0,0.23338847572555144
120,-0.14767095440259106,0.706542181944998,0.30833333333333335,-17.72051452831093,24.357863519732927,9,50,ny0811,True,2.5,trail3.0,0.23338847572555144
115,-0.09738090900059487,0.7923790151578181,0.3826086956521739,-11.19880453506841,20.5500355994432,9,50,ny0811,True,3.0,tp1.5,0.19449039643795954
113,-0.12510668166744413,0.7400496812742455,0.37168141592920356,-14.137055028421186,20.977182142632998,9,50,ny0811,True,3.0,tp2.0,0.19449039643795954
111,-0.14546774008279836,0.7025407602836666,0.36036036036036034,-16.14691914919062,22.488858498145305,9,50,ny0811,True,3.0,tp3.0,0.19449039643795954
132,-0.08994218474195056,0.7379025451389508,0.3484848484848485,-11.872368385937474,15.273828098081236,9,50,ny0811,True,3.0,trail2.0,0.19449039643795954
117,-0.11297248985143775,0.7349743485900548,0.3333333333333333,-13.217781312618216,21.094256935285546,9,50,ny0811,True,3.0,trail3.0,0.19449039643795954
227,-0.038151516744349655,0.9353516145188617,0.42731277533039647,-8.660394300967372,19.995829112358095,9,50,ny0812,False,1.5,tp1.5,0.3889807928759191
213,-0.056326731143315295,0.9118928925250416,0.3755868544600939,-11.997593733526157,27.17030302824168,9,50,ny0812,False,1.5,tp2.0,0.3889807928759191
196,-0.12190695344242329,0.8230727835708141,0.3163265306122449,-23.893762874714966,33.260687878488895,9,50,ny0812,False,1.5,tp3.0,0.3889807928759191
214,-0.12853479347551786,0.7886046192548124,0.3317757009345794,-27.506445803760823,36.38126580024773,9,50,ny0812,False,1.5,trail2.0,0.3889807928759191
195,-0.12041386560929762,0.8132366148168927,0.30256410256410254,-23.480703793813035,38.28116111731369,9,50,ny0812,False,1.5,trail3.0,0.3889807928759191
193,-0.07005105786706772,0.8742111064701055,0.41450777202072536,-13.51985416834407,20.4793087551559,9,50,ny0812,False,2.0,tp1.5,0.2917355946569393
180,-0.05263281159088496,0.9085794076724403,0.3888888888888889,-9.473906086359293,20.35155652715808,9,50,ny0812,False,2.0,tp2.0,0.2917355946569393
167,-0.12700726741245566,0.7927778528949566,0.3532934131736527,-21.210213657880093,26.85988246994564,9,50,ny0812,False,2.0,tp3.0,0.2917355946569393
195,-0.08342917539952555,0.8247154900812722,0.3641025641025641,-16.26868920290748,22.073194592205752,9,50,ny0812,False,2.0,trail2.0,0.2917355946569393
174,-0.09589978920247648,0.8225254840790278,0.3448275862068966,-16.686563321230906,25.252165136841306,9,50,ny0812,False,2.0,trail3.0,0.2917355946569393
170,-0.053654387563378265,0.8936063151773393,0.40588235294117647,-9.121245885774306,22.061257129832153,9,50,ny0812,False,2.5,tp1.5,0.23338847572555144
156,-0.12718408047668234,0.7680781262966004,0.3717948717948718,-19.840716554362444,26.643494738298266,9,50,ny0812,False,2.5,tp2.0,0.23338847572555144
151,-0.14888190681153832,0.729383683180969,0.36423841059602646,-22.481167928542284,28.774142149519573,9,50,ny0812,False,2.5,tp3.0,0.23338847572555144
190,-0.07577172578595512,0.8110168193382895,0.3736842105263158,-14.396627899331474,19.95368086247411,9,50,ny0812,False,2.5,trail2.0,0.23338847572555144
162,-0.10090977201219778,0.786951583764361,0.35185185185185186,-16.34738306597604,24.340753912680782,9,50,ny0812,False,2.5,trail3.0,0.23338847572555144
149,-0.056766736072257615,0.8748261449315023,0.40939597315436244,-8.458243674766385,19.12385568665202,9,50,ny0812,False,3.0,tp1.5,0.19449039643795954
144,-0.11085640408971718,0.7700605463056184,0.3819444444444444,-15.963322188919275,21.270983181133598,9,50,ny0812,False,3.0,tp2.0,0.19449039643795954
140,-0.09456594787123322,0.8043241888966297,0.38571428571428573,-13.23923270197265,22.20775961208157,9,50,ny0812,False,3.0,tp3.0,0.19449039643795954
186,-0.06358761430033787,0.8116854442891401,0.3817204301075269,-11.827296259862843,17.152394039511933,9,50,ny0812,False,3.0,trail2.0,0.19449039643795954
