n,exp,pf,wr,profitR,maxddR,family,param,session,volfloor,k,exit,hurdle_R,req_exp,pass_hurdle
120,-0.2107738300226383,0.5999582716155297,0.25833333333333336,-25.292859602716597,28.77893159931397,donchian,12,ny0811,True,2.5,trail2.0,0.05834711893138786,0.23338847572555144,False
114,-0.22098977136919937,0.6495719899436054,0.30701754385964913,-25.19283393608873,32.35383765866191,donchian,12,ny0811,True,2.5,trail3.0,0.05834711893138786,0.23338847572555144,False
111,-0.17982849226781308,0.6830828365504193,0.36936936936936937,-19.960962641727253,26.51108028372254,donchian,12,ny0811,True,3.0,tp1.5,0.048622599109489885,0.19449039643795954,False
109,-0.18615751160782287,0.6803170859610235,0.3486238532110092,-20.291168765252692,26.274678282750248,donchian,12,ny0811,True,3.0,tp2.0,0.048622599109489885,0.19449039643795954,False
108,-0.20920321903322261,0.6447368078954431,0.3333333333333333,-22.593947655588043,27.398268815150885,donchian,12,ny0811,True,3.0,tp3.0,0.048622599109489885,0.19449039643795954,False
120,-0.18388868525140056,0.5948790527347533,0.26666666666666666,-22.066642230168068,24.494362443098353,donchian,12,ny0811,True,3.0,trail2.0,0.048622599109489885,0.19449039643795954,False
112,-0.20147869127179394,0.6414580287997085,0.32142857142857145,-22.565613422440922,27.5767567938431,donchian,12,ny0811,True,3.0,trail3.0,0.048622599109489885,0.19449039643795954,False
206,-0.15213680874479224,0.7626684909753475,0.3737864077669903,-31.340182601427202,39.999380124223826,donchian,12,ny0812,False,1.5,tp1.5,0.09724519821897977,0.3889807928759191,False
198,-0.20684305071450135,0.7081654100595635,0.31313131313131315,-40.954924041471266,49.95272602251041,donchian,12,ny0812,False,1.5,tp2.0,0.09724519821897977,0.3889807928759191,False
182,-0.15661459091195692,0.7889198374988751,0.27472527472527475,-28.50385554597616,44.55968266809239,donchian,12,ny0812,False,1.5,tp3.0,0.09724519821897977,0.3889807928759191,False
181,-0.1995628430418615,0.7032761513976326,0.2430939226519337,-36.12087459057693,42.16017780798118,donchian,12,ny0812,False,1.5,trail2.0,0.09724519821897977,0.3889807928759191,False
176,-0.19407425315740462,0.7398505757169003,0.26136363636363635,-34.15706855570321,39.799443350510096,donchian,12,ny0812,False,1.5,trail3.0,0.09724519821897977,0.3889807928759191,False
187,-0.20609943034926997,0.6726639656003752,0.37433155080213903,-38.540593475313486,45.74710951350593,donchian,12,ny0812,False,2.0,tp1.5,0.07293389866423483,0.2917355946569393,False
177,-0.17455149713349938,0.732189553056164,0.3389830508474576,-30.89561499262939,39.47543691897305,donchian,12,ny0812,False,2.0,tp2.0,0.07293389866423483,0.2917355946569393,False
166,-0.16303230841641767,0.7618863896601392,0.3192771084337349,-27.06336319712533,38.23739511680001,donchian,12,ny0812,False,2.0,tp3.0,0.07293389866423483,0.2917355946569393,False
173,-0.17933738771417224,0.685296766655477,0.2832369942196532,-31.025368074551796,36.5332551553912,donchian,12,ny0812,False,2.0,trail2.0,0.07293389866423483,0.2917355946569393,False
167,-0.18383137988340262,0.7188188068271512,0.31736526946107785,-30.699840440528238,37.1354583243052,donchian,12,ny0812,False,2.0,trail3.0,0.07293389866423483,0.2917355946569393,False
