date,m0_bp,rev_ret_bp,long_uncond_bp
2011-10-26,-32.64775998139289,-72.2024797348702,-61.02896012584751
2011-11-02,-8.594757727187044,18.25503862656563,-11.81969728752091
2011-11-09,12.601072758447792,-86.72537508171197,17.846836924276037
2011-11-16,27.58622439079661,-25.547817767158435,85.46640756039085
2011-11-23,32.31020581446319,16.663199023288833,-6.265664365384822
2011-11-30,-2.971621041133163,41.52255100767288,50.38291714851538
2011-12-07,-54.8657169630202,6.999650303289576,-61.870270208835166
2011-12-14,-29.88922606510903,-27.90843715418574,-61.93887872521188
2011-12-21,5.053312553841738,25.292137515221047,-16.187781762366825
2011-12-29,14.138560222331908,10.096931390920073,6.061830858484973
2012-01-05,-7.79043763229705,3.8959774526108766,-7.79043763229705
2012-01-11,4.963025562192368,-8.927243562681015,15.873019205724098
2012-01-19,-7.884881149689825,-2.9584340238460465,-10.84331517353604
2012-01-25,20.42484370190365,-40.724959564307156,53.01806872582284
2012-02-01,-2.0312817457612398,-9.145877371428051,-21.349065192084517
2012-02-08,-19.129127403763576,-21.185379928732157,-55.474447574849634
2012-02-15,-12.807252624939288,15.760444554657141,7.873241229460574
2012-02-23,2.8316579546401175,-4.717648811373682,2.8316579546401175
2012-02-29,42.25953605676262,112.14366219414332,7.52587053395225
2012-03-07,7.629220282314092,16.219056171971427,-7.635045226785791
2012-03-14,-11.233852520120841,-14.998128045793603,-1.871432587103096
2012-03-21,-4.695938099912884,8.451101493646219,-7.514559812565714
2012-03-28,12.367408701888412,13.319381666573502,11.4166124092774
2012-04-04,-9.788567735382804,-16.662586555509076,-4.893086167009786
2012-04-11,-9.793360884584416,31.30505393611698,-7.833921278040449
2012-04-18,23.096921056060918,25.02407465616872,0.9634375459062147
2012-04-25,-32.77427263767869,-47.4232681662315,-58.87763738962482
2012-05-02,-3.7925476893374315,-4.742708175216342,-5.689361048589753
2012-05-09,43.82310853114445,-11.445815723317796,88.49154617424063
2012-05-16,24.57922690816788,-27.71265896377406,66.11946878036778
2012-05-23,16.566352013418733,32.05308077240065,-21.02352088315299
2012-05-31,8.064052046927639,49.63935156783295,-38.10408166713113
2012-06-06,1.1669292270672293,-27.965527431149763,46.57127988835901
2012-06-13,17.967304348447158,-33.45283884366937,51.420143192116264
2012-06-20,22.970450769901372,25.391465186764098,15.72232288553806
2012-06-27,-34.76105300357558,-21.164029063776127,-60.9113698794629
2012-07-05,8.029825495981353,-29.76874192869287,6.88310225638
2012-07-11,-2.3471423649586507,-7.0447343526375485,10.555328488375197
2012-07-18,-16.790735461027424,69.21988116004498,49.09080482341348
2012-07-25,-46.66257826704939,-7.988588156654207,-55.79291444115797
2012-08-01,-28.110436231435614,-10.139132283012035,-34.8687153803116
2012-08-08,-44.4680457482535,-13.804090325800816,-81.67640207645842
2012-08-15,3.2121634196632667,-34.1990287363717,14.981276210219917
2012-08-22,-9.286488827107002,-8.26190277296269,7.216867162038201
2012-08-29,8.38750311281216,16.782047152465474,17.815042699665547
2012-09-06,-2.0574015091605222,15.420203518151968,15.417033733553865
2012-09-12,-15.459936086183685,-17.550203234882943,-29.910805652989964
2012-09-19,23.796658065782946,-10.797971030812201,47.53682244754794
2012-09-26,-15.560745609568874,-69.20442844573795,-80.28589066574553
2012-10-03,-7.801616444745297,-61.511126115019685,-46.90125850413642
2012-10-11,0.0,-0.0,24.804542240586546
2012-10-17,-62.838776656857966,-5.435668992891833,-76.97766639058345
2012-10-24,-50.15465112068607,17.524392591627734,-36.13268107376203
2012-10-31,-4.627487356985449,-17.372174152997935,-25.477720787986645
2012-11-07,-29.125668635183313,-71.42469331462948,-80.59379020351464
2012-11-15,9.3099040821934,-15.110132473323311,18.611148794150594
2012-11-21,2.288067736786997,-9.147039284003021,0.0
2012-11-28,55.937682275850655,-27.851938626678287,71.03377757728742
2012-12-05,40.76092600042935,83.9673604690893,-60.31312735568446
2012-12-12,-16.166285276061448,-42.85141770514415,-60.17840172314939
2012-12-19,13.568523112900252,-103.41818791950725,101.31798930406956
2012-12-27,8.811543691619079,-27.486136814166894,16.515280384731607
2013-01-03,0.0,0.0,9.685230781305052
2013-01-09,-5.363943699922315,-34.39754009647133,-47.30174375401434
2013-01-16,14.934929168204947,2.1321961701238994,20.263431452324674
2013-01-24,2.0839845860563524,-22.895212415613408,1.0420465804261245
2013-01-30,-18.457757496237765,13.334019104695875,-7.173969049671691
2013-02-06,19.846457655467173,-16.682310197748027,31.3185348379388
2013-02-13,-12.263670417960752,-57.43016502618112,-60.44171450658167
2013-02-21,6.447453479313111,-3.2221685472921084,9.669622026605067
2013-02-27,-10.768900459195873,-10.78050988410445,-18.314036899063375
2013-03-06,-8.894819354516462,-6.676310473868999,-14.458101834582745
2013-03-13,-11.834957538265254,17.2098568883017,2.150306426950445
2013-03-20,-17.2506781324107,-14.038121197464124,-28.047483327213016
2013-03-27,8.349859581254547,12.527405333915322,13.564983558648088
2013-04-03,-2.0766275643098835,5.1907605629550675,-13.505793959866208
2013-04-10,-31.93530497827134,5.329638243729582,-49.00926067876562
2013-04-17,-35.41444267974444,-11.45081998474326,-44.57404945707783
2013-04-24,-1.1095700427461446,24.38214662414511,17.736397510694164
2013-05-01,-23.16986748468754,-5.524556794839145,-22.065322280052374
2013-05-08,-12.468829545631523,-22.899978780229212,-29.118157012855637
2013-05-15,10.813149842524767,2.16169477711562,-14.074597678798286
2013-05-22,-56.69901791785098,-27.414610168512013,-52.48804827988083
2013-05-30,2.1675517587832394,3.2515038491637114,7.584376548619582
2013-06-05,27.592079481402774,22.279994363128004,22.291819644594707
2013-06-12,-32.32368175922932,-14.632109634006614,-45.90993038720966
2013-06-19,5.081042739264188,3.0483158291218437,6.096941556613103
2013-06-26,-30.67973842558457,-42.471926235717554,-71.02377870796023
2013-07-03,2.950577842895672,7.8701430525604925,-7.872466456574538
2013-07-10,5.689361048588844,-43.511230205908156,17.058381695247867
2013-07-17,37.70388103127339,30.151723587457496,-8.503000181641346
2013-07-24,13.123361463500892,-10.299144208914125,8.438423453240139
2013-07-31,-20.310466868815865,17.411495983169875,11.587486812184487
2013-08-07,-61.87254996085335,10.497686701513334,-31.36437490130272
2013-08-14,22.49298042988113,55.38620119702137,-32.893220767140555
2013-08-21,-34.36757559322369,26.740537374316546,-2.8594576756816896
2013-08-28,25.477720787987828,-35.37900002665725,45.45049183962475
2013-09-05,24.152357305113384,6.496821426718193,27.862932486832914
2013-09-11,6.533812712026048,-24.231139535453835,20.520481037202984
2013-09-18,14.12097198637167,7.528703536491572,9.41619655261051
2013-09-25,-22.29439201919096,-4.853191068322435,-22.29439201919096
2013-10-02,69.13703959522135,15.538509487490973,60.39959910925467
2013-10-09,9.856101724347157,-21.649290093172144,22.654528280583335
2013-10-17,6.935843726151439,1.981178807866989,-2.9739777170873474
2013-10-23,-22.82869103912006,24.90144469976876,-7.258023025863869
2013-10-30,23.666214678244927,22.636083335587834,3.09007573144275
2013-11-06,2.1148355794151064,-4.228329872724119,15.850375802217263
2013-11-14,-12.885215999450557,2.1486893077956086,-9.662355145428242
2013-11-20,37.52751951518377,-43.782439526007735,80.24437216821444
2013-11-27,6.490696895983166,2.163097564133451,4.3275993318487425
2013-12-04,3.1015766596542136,-19.621011096794962,10.33485003108393
2013-12-11,1.0182780926264636,-1.018174414157561,-8.149959701316636
2013-12-18,-7.152710671273412,-31.737932963213556,-34.789761887452094
2013-12-26,-1.0063905810339817,-5.033472699013943,-8.05396197769243
2014-01-02,4.147656633494267,2.0736132785551122,4.147656633494267
2014-01-08,-30.091371443430372,16.1316376328148,-21.484593074582428
2014-01-15,11.7289558682551,1.065700432617814,2.1335609212582067
2014-01-23,-8.227913659696714,-1.0289653762217579,-14.40329467109804
2014-01-29,34.096225624001356,-3.0938998854547504,52.64528287978477
2014-02-05,-5.1200656486920835,-27.693745583083658,-44.11847303893638
2014-02-12,-18.807231477791845,33.63010093425299,15.810279973187733
2014-02-20,-2.9082448947168196,-14.553924851026068,-2.9082448947168196
2014-02-26,20.46684599250109,15.58998659323355,14.623448864797101
2014-03-05,-13.629285598880237,-59.60250191331886,-61.478603005468756
2014-03-12,30.49712641238554,-10.145075436430613,60.90152806505272
2014-03-19,-8.992357102929924,15.980826413461656,20.950773363954717
2014-03-26,-22.01321681408604,6.008411957244576,-5.998800419844219
2014-04-02,-12.10165536960548,11.093743258688079,-8.066142804750147
2014-04-09,-19.495083667320735,23.38954384700923,-10.717592490812164
2014-04-16,-15.34772483520583,-7.682704689803518,-14.387801628323892
2014-04-23,-24.619639201966283,15.763550062258561,-16.734758052276227
2014-04-30,13.03585042962833,-5.009267248963812,6.018658020985906
2014-05-07,17.96049175682347,-38.80408829122768,59.74328234878483
2014-05-14,12.720780618457571,-28.318948665363806,40.064547655470115
2014-05-21,-12.59385005398126,18.40105114633202,-11.624529062575588
2014-05-29,7.762468854749824,4.850836864462265,0.9706381953754573
2014-06-04,5.797101611624703,23.20859759479636,-17.411495983170393
2014-06-11,-9.575793128538022,17.229831006994377,15.302221807675364
2014-06-18,-11.288806466953572,19.747056113647666,0.0
2014-06-25,-2.8394302400794076,55.69467362990705,40.61015166997878
2014-07-02,16.197421482269526,-17.121663081204563,31.41812457295772
2014-07-09,-20.466845992500815,18.519426317407866,-3.8952186683950694
2014-07-16,7.9090463836080245,16.814207017620937,3.9553051044684677
2014-07-23,-27.247973261851424,19.47041113539658,-7.777562126454402
2014-07-30,-49.33409117955777,-4.946821767957136,-63.191363514785465
2014-08-06,35.7635899506069,18.376727989344136,15.342917140657576
2014-08-13,-2.0607934127534735,-3.091986626025394,0.0
2014-08-20,23.014969882791675,29.300983709476522,-12.575981535897311
2014-08-27,-22.332119665721848,14.893619774357944,-2.1247211383441535
2014-09-04,2.1059281956337803,-1.0527978111531164,5.263989172456748
2014-09-10,-32.690450819041075,2.182691266986285,-39.24138456134258
2014-09-17,-35.07843086754331,20.211697748118198,-27.62726228606873
2014-10-01,0.0,-0.0,-7.5967229221812875
2014-10-08,-32.1027563024821,35.536232731062086,-8.016032493364099
2014-10-16,16.034539359013007,-16.008869868121756,17.26690118200345
2014-10-22,-14.646652197294268,29.271883323406417,-14.646652197294268
2014-10-29,-6.076441822745153,-3.6476381947394008,-13.373049224183317
2014-11-05,104.82008282503735,-45.673766281104434,95.91479631322761
2014-11-13,2.6427061464576522,5.286110867110757,2.6427061464576522
2014-11-19,-17.47429707368658,17.474297073685662,-30.936873151151215
2014-11-26,-13.574048507473412,31.1928102651354,4.06862418306637
2014-12-03,-45.83433765106694,51.733172802205985,-19.19528090311953
2014-12-10,-32.48865755665668,-32.59455297709453,-43.884670185992974
2014-12-17,18.19174596658251,-187.25790240213715,214.3646886311033
2014-12-24,-1.811102060551314,23.518780628266217,5.431338958538253
2014-12-31,-61.86166508339448,-54.68100736985146,-141.15224474099458
2015-01-07,-45.40771475905848,-49.77198163621467,-101.41864845373519
2015-01-14,-4.354452496410782,69.44472352810995,95.32134566433531
2015-01-22,-2.1256244101710546,29.7177038915748,27.592079481402774
2015-01-28,17.789642227727217,-24.409198849621525,55.48787957788727
2015-02-04,-39.76939025664469,35.799560907169045,37.634985493122834
2015-02-11,6.219550319699032,-94.8852003345627,76.43875664786746
2015-02-19,-34.044290416256416,-24.10123681200249,-30.033058914419012
2015-02-25,42.86158209920735,-24.410101624349497,73.36491027543651
2015-03-04,-52.05216957808666,-10.041169635714795,-29.997022793251894
2015-03-11,-35.620781509127134,-39.962194311624785,-58.737320120939366
2015-03-18,16.55433746861035,-40.08966576676213,77.80305662150528
2015-03-25,-29.239786914352006,-50.32512193821983,-98.50231587980085
2015-04-01,70.59829986838363,-153.99133985718024,148.9169194829715
2015-04-08,-42.016868536999695,-105.82109330536859,-153.6423539952708
2015-04-15,31.0304164294844,-3.644314909138324,45.5997142169484
2015-04-22,-29.9638895202655,35.242327225296826,7.037297968118593
2015-04-29,79.48892726544223,13.778851646075651,39.823444544259615
2015-05-06,-51.339756597441664,-14.486924062828953,-94.86364250439959
2015-05-13,-104.1506566717372,-70.59045975181412,-136.92145447404823
2015-05-20,-25.595099716514557,-5.126890653187235,-46.118452225630435
2015-05-28,-17.571608808666138,-51.13296867789328,-51.04296922192383
2015-06-03,-50.940870983084636,-29.69809145297447,-107.11151264112863
2015-06-10,3.2557382674042774,75.15147279307968,-63.69968456272698
2015-06-17,0.0,0.0,-62.79974365752039
2015-06-24,-31.139908798630692,58.9199740537469,21.250518826588554
2015-07-01,-41.33660725851284,-3.4524426374333395,-67.25902737368953
2015-07-08,-34.7155604195721,19.30129917873299,-81.19124438504129
2015-07-15,15.299295391959891,-87.51958451408406,66.76228898743892
2015-07-22,42.00426217873233,11.983224921087556,14.021033844308928
2015-07-29,57.95917694645829,-90.40538253778848,68.2737730130805
2015-08-05,-17.215412041752533,-145.35454960287927,-73.37106717107983
2015-08-12,6.9340116033769785,-9.237875945636812,20.787627303247184
2015-08-19,-35.90668130728484,-81.86898604582112,-91.21522677194444
2015-08-26,-120.09854331245488,33.36330568123055,-109.82105011592508
2015-09-02,-49.305344169937946,-128.8881607129884,-65.04452673327526
2015-09-10,0.0,-0.0,42.26454962284713
2015-09-16,19.72603379369452,-91.54379535509288,41.59830848012706
2015-09-23,2.1374372209187404,-70.2803446520639,32.01368650293259
2015-09-30,-46.558115361940395,108.30031811593018,105.61154268666259
2015-10-07,-18.421865817700976,-28.723860536931706,-115.18021205489246
2015-10-15,30.534374868902482,43.649130847010916,-10.927768544569139
2015-10-21,73.0981214787728,28.732476391896906,55.42636958582085
2015-10-28,-2.2313957472920967,102.13232649815538,130.77876737078836
2015-11-04,-21.097054238497066,-69.93776520163759,-84.6565902454835
2015-11-12,-21.25901355755881,-26.044764337686516,-23.62391838116156
2015-11-18,2.4387269966008014,21.969983205420526,-2.4393218806161165
2015-11-25,64.20186123460567,-40.21294596958451,109.13512827366397
2015-12-02,-46.335895608818426,63.3530384050622,-19.48368857954279
2015-12-09,33.48361145090401,181.63446930231152,-23.24681403359687
2015-12-16,-63.509808942752215,-24.96187678051411,-130.21378056123714
2015-12-23,-18.754191699123943,98.73329038276785,72.00991244704014
2015-12-30,10.934938213712897,-5.462988390439325,32.76900802314791
2016-01-06,-34.60211064895842,-87.03275128301588,-124.54903942600548
2016-01-13,-62.24426320658074,52.44194253932335,-81.98111171880268
2016-01-21,31.419121674664034,31.419121674664783,20.957045742187375
2016-01-27,148.53356704986956,-121.05914012059317,282.2509367087614
2016-02-03,-36.72179055635069,296.5620958288802,175.06640338210502
2016-02-10,-132.0839501579436,-77.27470837794571,-329.9702660865477
2016-02-18,-25.268491019089108,22.11341921503404,-12.626264303688105
2016-02-24,44.857492712581745,19.20000589824387,19.24928409584418
2016-03-02,-41.22502893854386,-11.809862606758932,-76.6965411533802
2016-03-09,58.46415802380241,18.565182364545162,103.40805390219352
2016-03-16,-53.3904097942032,79.97909868364431,39.85656930203611
2016-03-23,14.866206900448327,-24.728004687482667,17.341760818276644
2016-03-30,12.605573331867557,98.7474791975848,-15.147692873676029
2016-04-06,-37.84811222562324,126.49879354370832,75.26917256362853
2016-04-13,-120.19375465784046,167.8696494925669,7.165890668517189
2016-04-20,66.70809172140501,29.593116541366584,32.17426361708407
2016-04-27,-9.013069560127757,-108.795270751367,-74.60190584283423
2016-05-04,-11.295607210273964,-65.76733082893311,2.257591159830916
2016-05-11,137.01871821798298,-21.925025226679217,154.56258236691892
2016-05-18,28.865999425156716,2.059096064105973,12.381347021231681
2016-05-25,-12.153130926660486,-97.76045271616287,-105.82109330536859
2016-06-02,-2.0740433549399437,-4.149377652895861,-14.527345088904863
2016-06-08,58.76608488985191,5.861092284616822,74.37889055937627
2016-06-15,37.159415178215795,72.38166230399598,-35.222247125780534
2016-06-22,10.041169635713986,26.12804219805219,-30.18414606807973
2016-06-29,69.61535076093053,-18.34675879018788,69.61535076093053
2016-07-07,-4.168403561816799,-29.227578217670644,0.0
2016-07-13,-30.60111677594664,-96.78914099835012,-81.07856401861612
2016-07-20,122.06299835044189,-105.04063503406692,131.04570724099443
2016-07-27,-77.83976087536816,-54.61250662483839,-134.83350337286987
2016-08-03,165.04500671463418,-2.47985122163544,137.7259781753287
2016-08-10,0.0,0.0,-160.97396470094563
2016-08-17,30.133470929049373,-19.3236775105386,17.230243332346724
2016-08-24,2.12381863387418,59.63808943484012,-63.92521236042895
2016-08-31,-30.755736018622418,-52.94519316974099,-59.399580655445234
2016-09-08,47.84698123336474,4.3402778459136435,39.16454092235142
2016-09-14,96.05792614351199,206.65605156972427,-56.27476865728337
2016-09-21,-53.05052229693229,-4.43360681170676,-79.68169649176845
2016-09-28,-57.344665304054175,-97.80029053639606,-117.24501079736096
2016-10-05,38.23326923209406,-0.0,36.22463208564176
2016-10-13,7.976072207495132,-1.9930244211464798,7.976072207495132
2016-10-19,25.279546763443896,-46.50269957373645,65.98122132677699
2016-10-26,52.07301973021113,11.99280575482127,18.055978423388698
2016-11-02,4.434589873116107,-28.776998276151957,22.153309901954866
2016-11-09,15.609324163892381,76.04599385219416,-60.43666968830155
2016-11-16,107.82368736994432,-91.5039064343403,236.12815487290206
2016-11-23,18.685773110527485,-2.0740433549399593,49.75134640113929
2016-11-30,-22.66406656752737,8.247423147905183,-16.477861606865662
2016-12-07,-75.62225093090514,-24.000011520010545,-105.6312761520101
2016-12-14,49.57112152791963,-22.796362455814656,55.275085937725414
2016-12-21,-11.28243820321015,-7.528703536491572,-26.345517684743047
2016-12-29,7.411525260519008,-29.59129216803979,-1.853739925598599
2017-01-05,-31.542840885301764,-3.7174721617715942,-20.398708974162282
2017-01-11,31.372574751326525,-122.58155243791626,140.40792289235998
2017-01-19,0.0,-0.0,7.729468983864524
2017-01-25,15.174509740336296,-120.57418117035299,130.12913470773188
2017-02-01,5.6545096219652935,-28.22468709739504,47.02350431083806
2017-02-08,-71.53244614918646,144.46942975820178,48.04467779259824
2017-02-15,-41.4938354681159,103.41353794732751,30.069558458389253
2017-02-23,7.311277971453041,3.6549708009219763,16.442864762507458
2017-03-01,-12.887786005500478,-38.7633157275487,-40.56052758331957
2017-03-08,51.248095460260394,43.6391926773325,30.400935441555546
2017-03-15,-24.686291080291102,-49.556161710185556,-22.626770941201052
2017-03-22,-12.644891042078111,-6.328446577624804,-4.213187338497261
2017-03-29,18.387991696570833,-10.2009597747251,38.77951589134834
2017-04-05,-21.382066655522156,-46.81108606502799,-33.06431097478699
2017-04-12,-14.922591838384694,-50.52878721070211,-76.71475549796531
2017-04-19,-9.542896038640103,-24.854233232206028,-38.226346242775506
2017-04-26,50.29685686268858,-40.056132068005994,52.30347872153422
2017-05-03,18.941392593545082,18.941392593544904,25.24722569792475
2017-05-10,-2.129245190627014,72.14119978046143,25.515642165596866
2017-05-17,14.194466542262925,-8.102086730427537,14.194466542262925
2017-05-24,-62.039749201396944,0.0,-29.033215013245318
2017-06-01,-2.0646226975371453,4.128819216376281,-14.461318499996267
2017-06-07,-154.975120601618,-13.023661489210054,-161.48483114939071
2017-06-14,-19.652806849538678,-163.0710441668899,-184.94582636164415
2017-06-21,-75.4030763269947,68.57169726137045,-41.05845184064731
2017-06-28,63.24846022554893,-49.416093371677775,117.14484041052123
2017-07-06,-6.5495035634538645,2.183644511351272,-2.1826912669867182
2017-07-12,26.019095338100733,130.77780108811186,-102.5650016718911
2017-07-19,12.738855225885535,25.493958996003823,-21.26755374147204
2017-07-26,2.060793412753017,4.122011599996924,51.39285646111799
2017-08-02,-8.193363834026112,2.0489703995473736,-28.706191539598755
2017-08-09,24.296428230744315,48.65203190834347,-48.77067175685699
2017-08-16,-12.560185867261092,-44.08530284765968,-41.92878260035928
2017-08-23,39.69502757443038,-14.584855174194702,37.609739275766984
2017-08-30,-2.167082032535136,-8.673027430047211,-15.179445612253966
2017-09-07,10.217636528048486,-8.166599065559652,14.301769727558101
2017-09-13,-14.351617019959477,-24.65079309083007,-26.66941779729795
2017-09-20,-9.995003330834994,-28.039273327342592,-36.02886203198381
2017-09-27,7.679017463156127,28.82677118724492,-21.14775372408873
2017-10-04,9.894133586408213,5.935305347848016,17.80239813458824
2017-10-12,7.93808336980341,15.882473062708078,-3.9714059298773625
2017-10-18,11.511896896810867,38.42463901545,-23.063627367497386
2017-10-25,26.77889894084894,22.948948683386245,-19.171785013377935
2017-11-01,-29.2184283836486,9.139933000779424,-16.42485997503526
2017-11-08,-38.85557696723893,5.307386236924321,-26.476054650546825
2017-11-15,1.8130722558952936,-7.249003579487403,32.58511210507004
2017-11-22,0.0,0.0,-31.304373390356556
2017-11-29,32.88622609053709,-60.298227317297815,63.9421516720692
2017-12-06,-29.858632879809498,-7.038536275094702,-54.51521458589329
2017-12-13,0.0,0.0,-3.4934498171877917
2017-12-20,-32.95467382735796,1.73716668551148,-32.95467382735796
2017-12-28,3.3579583928694214,-1.6785564454016204,5.036514838270853
2018-01-04,4.861842734128656,-8.097822128476642,21.0509348242304
2018-01-10,20.56800028947419,6.324110882712081,45.82452515960249
2018-01-18,4.710685491838235,28.297456392373533,-15.718330806166101
2018-01-24,20.038542350751097,-24.607825398236795,49.253601186853345
2018-01-31,-14.039468806334007,24.945444803558324,7.791196342700227
2018-02-07,-58.80967438515607,-60.76129982606409,-97.14225606177148
2018-02-14,5.0611557385711246,-38.717328055601726,55.53232613468406
2018-02-22,-16.181233304103742,-9.72132286539331,-27.52369583422844
2018-02-28,7.995522933346437,41.646704436482395,-35.25644677666836
2018-03-07,-8.03535599683224,38.510959020974724,44.879062343896614
2018-03-14,-60.68079300230381,-4.936240330590787,-37.6771680045849
2018-03-21,27.8896988960761,-9.279307810899693,35.6230532370978
2018-03-28,27.816429618767703,57.2624020767783,-34.103272860442026
2018-04-04,-19.141814745717436,50.96363953034649,-38.3203406817232
2018-04-11,24.286593601264812,-135.5238330055457,125.35088243174152
2018-04-18,23.45698187421303,57.273084083474586,0.0
2018-04-25,-5.9294398416764365,42.90899533212407,-17.79887743696369
2018-05-02,29.7486460652948,-31.141124002322705,2.9788501858661336
2018-05-09,-19.668452533333042,-45.10226109328603,-56.298530120705706
2018-05-16,4.218519362285388,-7.026913366229247,7.0298772666643305
2018-05-23,-37.780776766531694,5.606166930293419,-41.987465463496044
2018-05-31,-5.9603637586341165,26.793704627175746,17.859805312883594
2018-06-06,0.0,0.0,-24.75248788542877
2018-06-13,-9.004953332502062,-10.516037925472201,-28.543548261031134
2018-06-20,-30.275530240378167,-18.209413225836634,-40.89365789707344
2018-06-27,-19.37180625171376,44.22339987869761,-19.37180625171376
2018-07-05,9.453711285488334,-20.227907915317292,22.943528520697928
2018-07-11,-31.235171724977032,-77.83203078636889,-76.22195606793537
2018-07-18,69.70736420503779,13.310657884792604,50.475166546919944
2018-07-25,94.2787460420991,111.78166766334057,78.38623384785897
2018-08-01,-2.94637597888626,52.90240111665329,70.45383612146904
2018-08-08,-19.166979697566536,-11.813350458310943,-28.025683953263837
2018-08-15,-7.670476712664625,-49.23086866368903,-55.359206426580386
2018-08-22,14.927603906472148,-65.41801503940003,66.99943174945045
2018-08-29,-10.088636727997166,-56.39520405402927,-60.685058363809006
