,zVIX,zCRED,zMOVE,zDXY,composite_eqw,composite_pca1,state_eqw,state_pca1
2010-08-24,-0.02258344367149757,1.0085133212891018,-0.627650230685704,0.8328306229282882,0.29777756746504713,-0.4906467048935521,neutral,neutral
2010-08-25,-0.08543591609911137,1.0363342866152754,-0.5473776852712602,0.8575171098207179,0.31525944876640544,-0.4741673564870926,neutral,neutral
2010-08-26,-0.029932060239611688,1.0552961718931004,-0.4517087586086141,0.7800860018271336,0.3384353387180021,-0.4144438857076602,neutral,off
2010-08-27,-0.2717240382051269,0.9736937814380141,-0.32774136663227554,0.7770304679576078,0.28781471113955487,-0.5573553795310826,neutral,neutral
2010-08-30,-0.042870102262732065,1.0144961489825848,-0.3146412528698981,0.832010774182205,0.3722488920080399,-0.3593397931854978,neutral,off
2010-08-31,-0.13901803866867427,1.0464971949499626,-0.4691632479578191,0.8404726542059834,0.31969714063236315,-0.473319135922061,neutral,neutral
2010-09-01,-0.31810469492616955,0.9116230904551975,-0.3037140581849956,0.6817241771776877,0.24288212863043002,-0.6384378754446237,neutral,neutral
2010-09-02,-0.3759886857362525,0.8847496195174337,-0.48162895209065426,0.6672022639097425,0.17358356140006734,-0.7757606669482415,neutral,neutral
2010-09-03,-0.5318012713080247,0.7876672738880365,-0.6852293085308877,0.8153672528480519,0.096500986724294,-0.9601500727723866,neutral,neutral
2010-09-07,-0.32461116287791014,0.86798284105783,-0.6097648691030784,0.7495052196216272,0.17077800717461716,-0.7761819445000929,neutral,neutral
2010-09-08,-0.3701093941629928,0.8470167462025694,-0.539527450567492,0.6953496205706123,0.15818238051067424,-0.7994581366677449,neutral,neutral
2010-09-09,-0.406447116757839,0.7617212273425943,-0.4357283051603959,0.7133586184521555,0.15822610596912873,-0.8079828632810759,neutral,neutral
2010-09-10,-0.4743757618001789,0.7436205819600592,-0.3733535331572229,0.7197143101513286,0.1539013992884965,-0.8306795322130074,neutral,neutral
2010-09-13,-0.538937724716047,0.707373950661233,-0.41968735644613786,0.5352074871251522,0.0709890891560501,-0.9809047283584802,neutral,neutral
2010-09-14,-0.5094039251885465,0.7521175952965564,-0.4996536713254015,0.3414748773416525,0.02113371903106523,-1.050602302771875,neutral,neutral
2010-09-15,-0.46406488442665444,0.7448417546374068,-0.4915243090144253,0.43681261218160794,0.05651629334448374,-0.9771954977661941,neutral,neutral
2010-09-16,-0.49539934053853607,0.6993258167832266,-0.46267194313099,0.3782194671739602,0.029868500071915174,-1.0274869912956452,neutral,neutral
2010-09-17,-0.4708725302579566,0.7120912543077593,-0.4675330685898915,0.41529829474053676,0.04724598755011199,-0.9936188520186289,neutral,neutral
2010-09-20,-0.5130689653279938,0.7085463951099498,-0.4672054706710563,0.40101306709436274,0.0323212565513156,-1.0286652381340597,neutral,neutral
2010-09-21,-0.4417861264369873,0.7937309891565085,-0.6484647642162433,0.19055731484547994,-0.026490646662810535,-1.1044826424626886,neutral,neutral
2010-09-22,-0.42812824324877774,0.824506154307307,-0.8243229225105474,0.047884222878766876,-0.09501519714331282,-1.207148903363618,on,neutral
2010-09-23,-0.31425737495113854,0.8540317205342407,-0.852060350850312,0.08994855785745147,-0.05558436185243959,-1.1145576917952784,on,neutral
2010-09-24,-0.4945374853086252,0.7965058979621813,-0.9808931240875077,-0.055170132576936495,-0.18352371100272202,-1.374399234008908,on,neutral
2010-09-27,-0.4248106481561884,0.827659941422872,-0.9279278160469208,-0.06684476726497256,-0.14798082251130243,-1.2938585055605378,on,neutral
2010-09-28,-0.41950657624328297,0.8297260173916005,-0.9554706805549468,-0.1441048024365439,-0.1723390104607933,-1.330913343305924,on,neutral
2010-09-29,-0.36483875059179327,0.7983243010057134,-0.9284910783326105,-0.2190174244214317,-0.1785057380850305,-1.3145435980817486,on,neutral
2010-09-30,-0.32693016756584875,0.7773392904699121,-0.9404757256212735,-0.21185235097768357,-0.1754797384237234,-1.3014145601249656,on,neutral
2010-10-01,-0.42723305851558174,0.7447432611927939,-0.9031474916173339,-0.35952561223635243,-0.23629072529411854,-1.4213257632581344,on,neutral
2010-10-04,-0.34063621640217995,0.7910631595091968,-0.6374604135659323,-0.2747991804548167,-0.11545816272843304,-1.18901709566446,on,neutral
2010-10-05,-0.4888072055989934,0.7760673277626561,-0.831708871969242,-0.4390061975913896,-0.24586373684924223,-1.445444606579272,on,neutral
2010-10-06,-0.5111058842850756,0.8430997091985658,-0.7997504159222713,-0.5232694943254057,-0.2477565213335467,-1.4369538474970496,on,neutral
2010-10-07,-0.5048680904576092,0.8213423845705498,-0.8665317719832456,-0.5228918590101604,-0.26823733422011636,-1.4730758644682946,on,neutral
2010-10-08,-0.5758455688508716,0.7807368742753275,-1.0655954016508877,-0.5389694315489997,-0.3499183819438579,-1.6362320049122854,on,neutral
2010-10-11,-0.7223035725101904,0.7686280723662766,-1.064309096749674,-0.5103562640764356,-0.3820852152425058,-1.7283017857890657,on,on
2010-10-12,-0.7242013038555676,0.7622807090462663,-1.1097359897343189,-0.5288144507071192,-0.40011775881268485,-1.760205286095081,on,on
2010-10-13,-0.7118227355573572,0.7257337802995845,-1.0304968439119755,-0.596681484608371,-0.4033168209445298,-1.745289897815675,on,on
2010-10-14,-0.6431769438375287,0.6943908174128015,-0.9436511758965295,-0.69508702012831,-0.3968810806123917,-1.71040213508181,on,on
2010-10-15,-0.7140904108087118,0.6102461725541358,-0.8517759941159057,-0.6026804100022138,-0.3895751605931739,-1.718370966222283,on,on
2010-10-18,-0.7084415050925382,0.6869156729513417,-0.8145886550575285,-0.6281297455911882,-0.3660610581974783,-1.6727583982206116,on,on
2010-10-19,-0.5783560651676857,0.6882221147737443,-0.8372077102439898,-0.3330237088449723,-0.26509134237072585,-1.484730499693815,on,neutral
2010-10-20,-0.648584143685633,0.6751804907374156,-0.8753788040860553,-0.5709960621607056,-0.3549446297987446,-1.6323160080429457,on,neutral
2010-10-21,-0.6918193717593621,0.6641723630943013,-0.8095516992617464,-0.5116025803132619,-0.33720032206001727,-1.6133667379738106,on,neutral
2010-10-22,-0.7324823392612646,0.6326260249630212,-0.7360175226657975,-0.4994411368820342,-0.33382874346151875,-1.6161163660408417,on,neutral
2010-10-25,-0.6417797409330063,0.6292074225351054,-0.7899867696804734,-0.5864403751828617,-0.34724986581530903,-1.6147330313361552,on,neutral
2010-10-26,-0.6101123666175507,0.5636701328972149,-0.6045901028719062,-0.4419348431540337,-0.2732417949365689,-1.4828545869019596,on,neutral
2010-10-27,-0.5683599455285833,0.5491131560359228,-0.5390605528713085,-0.3376570303526493,-0.22399109317915455,-1.3800819233491064,on,neutral
2010-10-28,-0.5536112761457647,0.5816134391243888,-0.5699197242697933,-0.5360455158240184,-0.2694907692787969,-1.4449557441728924,on,neutral
2010-10-29,-0.5262236113008731,0.5955524077627258,-0.5408458811432997,-0.5451209488490024,-0.25415950838261236,-1.4104796070992236,on,neutral
2010-11-01,-0.47269784613640436,0.6359673033579771,-0.5691223522431224,-0.5376291876195424,-0.23587052066027298,-1.3669260186573107,on,neutral
2010-11-02,-0.4943227065723099,0.6331922633542367,-0.5791309943106778,-0.6744944092178323,-0.2786889616866458,-1.4389471033589056,on,neutral
2010-11-03,-0.6636827676955412,0.5701961846394938,-0.9748911535345831,-0.7307479724978867,-0.44978142727212933,-1.773052059505386,on,on
2010-11-04,-0.7509622170252738,0.5364184710889885,-0.999887987738973,-0.8721257558550625,-0.5216393723825802,-1.9115036471162963,on,on
2010-11-05,-0.7722669633364798,0.5160094710744452,-1.009201008333462,-0.7126858065681108,-0.49453607679090184,-1.8786054951570956,on,on
2010-11-08,-0.7690516694672949,0.5488179959989589,-0.9872355232692616,-0.5984080539963074,-0.45146931268347623,-1.8083687270364128,on,on
2010-11-09,-0.7016326575527749,0.504225769084859,-0.780294796755001,-0.500797477492939,-0.369624790678964,-1.650830086864641,on,on
2010-11-10,-0.7526065621223901,0.5621506015488534,-0.7483146759625581,-0.4554031582502321,-0.3485434486965817,-1.613811409950712,on,neutral
2010-11-11,-0.737587363780246,0.5578383108185895,-0.7476714732360112,-0.3151273091341613,-0.3106369588329573,-1.5520163214182177,on,neutral
2010-11-12,-0.5703651589946187,0.525282616185489,-0.5878702548170641,-0.3481689777819651,-0.24528044385203973,-1.3938512976644026,on,neutral
2010-11-15,-0.6046395352730497,0.43729849406620075,-0.42555718695637074,-0.24345636095555104,-0.20908864727969267,-1.3411104223524106,on,neutral
2010-11-16,-0.4027152629025682,0.5940338006885765,-0.5062623187292945,-0.07933897973085413,-0.09857069016853509,-1.1115080733675178,neutral,neutral
2010-11-17,-0.47191245005755666,0.545381273518819,-0.654845707768724,-0.11020632412679295,-0.17289580210856365,-1.2494647702137816,on,neutral
2010-11-18,-0.726579443518282,0.430905827864132,-0.5628595142444324,-0.21958118494800918,-0.26952857871164787,-1.4694259796231242,on,neutral
2010-11-19,-0.7861123893954898,0.46715434916480697,-0.6696471280906723,-0.2480181497366594,-0.3091558295145036,-1.5530747033408792,on,neutral
2010-11-22,-0.7574594359783606,0.5867935665731931,-0.7710888788815028,-0.20500844133156987,-0.28669079740456005,-1.5111676866449826,on,neutral
2010-11-23,-0.5652479792003189,0.7221374423836638,-0.7651872976505794,0.033391693700695044,-0.14372653519163484,-1.2293183891910038,on,neutral
2010-11-24,-0.6555794804120769,0.5871577356738967,-0.49765845210214776,0.07867334647283174,-0.12185171259187405,-1.198650006167733,on,neutral
2010-11-26,-0.4293964388405249,0.6330753323202717,-0.5025561866187545,0.19551460851532204,-0.02584067115592141,-0.9851677040802228,neutral,neutral
2010-11-29,-0.4876932198652308,0.6174505196932216,-0.5126900681995255,0.30995439252211504,-0.018244593962354894,-0.9921630449847271,neutral,neutral
2010-11-30,-0.31665344278369906,0.5808920745301162,-0.4730343684121562,0.39571727444025,0.04673038444362773,-0.843404195955676,neutral,neutral
2010-12-01,-0.5017031307108459,0.4972627226347443,-0.2577318816153603,0.2784293317461764,0.004064260513678614,-0.9493429074246735,neutral,neutral
2010-12-02,-0.6687778441890455,0.470360861235373,-0.2785700282060983,0.1802771289855331,-0.07417747054355942,-1.1128342407348755,neutral,neutral
2010-12-03,-0.7855290112985849,0.42627677454286295,-0.45162228060951737,-0.039837794557282175,-0.21267807798063038,-1.3736757776701904,on,neutral
2010-12-06,-0.7839913568362393,0.4986689588018547,-0.5694558210823041,0.00564709148387035,-0.2122827819082046,-1.3775305529051238,on,neutral
2010-12-07,-0.7858568845017672,0.3577569062641793,-0.24862741474166225,0.07507222470393675,-0.15041379206882835,-1.2671758454886237,on,neutral
2010-12-08,-0.8064254684086789,0.3258764017290619,-0.20380436780406205,0.10856598766923951,-0.14394686170360987,-1.261712104616055,on,neutral
2010-12-09,-0.8473723045392397,0.3700727996114585,-0.2852072155269058,0.12528283495502668,-0.1593059713749151,-1.2916179870690072,on,neutral
2010-12-10,-0.8159720417521893,0.32003492236508135,-0.2376852882449973,0.12521425419698656,-0.15210203835877967,-1.2710652064471692,on,neutral
2010-12-13,-0.8203437226407546,0.4055734529152649,-0.24807913659086797,-0.06439047210445595,-0.1818099696052034,-1.312437303206119,on,neutral
2010-12-14,-0.81450083355453,0.2968415257225334,-0.037238654917916884,-0.04275037941918105,-0.14941208554227361,-1.2516851643299178,on,neutral
2010-12-15,-0.7856910646424514,0.27362612366675154,0.1419772190699426,0.1710290676019645,-0.04976466357594819,-1.0793492205056971,neutral,neutral
2010-12-16,-0.8318204452608283,0.28492933914084323,0.07598454002846235,0.15171059094390418,-0.07979899378690464,-1.1354890410293135,neutral,neutral
2010-12-17,-0.9400039781370225,0.3600245496779933,-0.019026386718303947,0.19730765172376938,-0.10042454086339092,-1.2007487986838645,neutral,neutral
2010-12-20,-0.9135245643283398,0.3358871748643572,-0.18793946647324183,0.2597357042956506,-0.12646028791039346,-1.2477559889738041,on,neutral
2010-12-21,-0.9058186245068232,0.3357503908799994,-0.41227356571748786,0.28124664017686496,-0.17527378979186164,-1.3375166307680517,on,neutral
2010-12-22,-0.9934552253622471,0.2999259967765957,-0.3539048109973319,0.28349261654402724,-0.19098535575973902,-1.3844804126559145,on,neutral
2010-12-23,-0.9055847870813192,0.29443628002951966,-0.343121178255495,0.22792396019446193,-0.18158643127820814,-1.3360565790774255,on,neutral
2010-12-27,-0.8025304210410362,0.30574335030399485,-0.3614247107589064,0.19646432813351383,-0.16543686334060848,-1.282182015864313,on,neutral
2010-12-28,-0.8146033729310207,0.24430103865069916,-0.2527480297074262,0.19394367203447513,-0.15727667298831816,-1.2688756759636537,on,neutral
2010-12-29,-0.8343264477761659,0.28574445751453414,-0.2234896621308124,0.05872173025694876,-0.17833748053387388,-1.3010553401046467,on,neutral
2010-12-30,-0.8131263881364172,0.27914770552646,-0.2233649391031356,-0.008906598807045165,-0.1915625551300345,-1.3151894167138625,on,neutral
2010-12-31,-0.7928086719722794,0.2861337484026466,-0.24708615813769724,-0.12725560888154624,-0.22025417264721908,-1.3451378501367786,on,neutral
2011-01-03,-0.8040568447755598,0.3166283409855571,-0.36622765511436367,-0.103021087545642,-0.2391693116125021,-1.3844031063676019,on,neutral
2011-01-04,-0.8229626471037116,0.2842668083475866,-0.4482071493269181,-0.028008650417538698,-0.2537279096251454,-1.4208767340070414,on,neutral
2011-01-05,-0.8529250955357303,0.1851682816610915,-0.09240996067503085,0.17038109765192333,-0.14744641922443658,-1.248167163732589,on,neutral
2011-01-06,-0.819742632937273,0.18777667059338968,-0.17996722545812857,0.298562430955201,-0.12834268921170272,-1.2166455194767993,neutral,neutral
2011-01-07,-0.8411934414124225,0.27686992974715385,-0.3232886587617668,0.3516584692624686,-0.13398842529114172,-1.2285824405389456,neutral,neutral
2011-01-10,-0.8063142694588983,0.30174792155015223,-0.455940559097669,0.3199582651850596,-0.16013716045533888,-1.266410527003763,on,neutral
2011-01-11,-0.8610685416512791,0.25860163014014226,-0.5141168287251826,0.31250200822534613,-0.20102043300274333,-1.3518463783393917,on,neutral
2011-01-12,-0.915733954258465,0.23115855560760554,-0.5669419644974655,0.1134793627164593,-0.28450950010796644,-1.499465841529448,on,neutral
2011-01-13,-0.9020505691408444,0.27628585608153344,-0.6170704372216151,-0.09039290234664099,-0.33330701315689176,-1.569253866283384,on,neutral
2011-01-14,-0.9805368465673032,0.21194159927074172,-0.6166226970577059,-0.09762750550255372,-0.3707113624642053,-1.6433485936218712,on,on
2011-01-18,-0.9445481769350818,0.20738416833961051,-0.584246648633695,-0.14615361262511462,-0.36689106746357025,-1.6245538520950307,on,on
2011-01-19,-0.8207221287055337,0.2307483627201268,-0.6956184191237176,-0.22383568372459461,-0.3773569672084298,-1.6106298598006132,on,on
2011-01-20,-0.7619476486478166,0.2069661849954291,-0.5779392303439452,-0.1799508412704216,-0.3282178838166886,-1.5117901779644067,on,neutral
2011-01-21,-0.7203234204700358,0.18075201683285383,-0.6441184903618494,-0.3282267070321006,-0.377979150257783,-1.5810786642209895,on,neutral
2011-01-24,-0.7897983213761468,0.17091759116145186,-0.6862636730642855,-0.3669680926714874,-0.4180281239876169,-1.6546595905344248,on,on
2011-01-25,-0.794254533066214,0.2055177557120051,-0.691065333145089,-0.3789229760055991,-0.41468127162622426,-1.6487404927211917,on,on
2011-01-26,-0.8747464115494481,0.1275588555311368,-0.6958628813952106,-0.4030500823940979,-0.4615251299519049,-1.7490469264414916,on,on
2011-01-27,-0.9158054691299026,0.13106114758600687,-0.6979906704697509,-0.44422288530901904,-0.4817394693306664,-1.7913741160093806,on,on
2011-01-28,-0.5824332718674124,0.20497472959400612,-0.774773768653933,-0.3464504943571739,-0.37467070132112834,-1.532714359398664,on,neutral
2011-01-31,-0.6256486945303421,0.1224857032822174,-0.6167685792784068,-0.44135206926197734,-0.3903209099471272,-1.550928797438492,on,neutral
2011-02-01,-0.7877232466059781,0.11434999041527981,-0.5896412728510056,-0.6044987286949496,-0.4668783144341634,-1.7119314326474608,on,on
2011-02-02,-0.8152885215296831,0.08318001029023774,-0.44772945604933745,-0.5821126909479305,-0.4404876645591783,-1.671523911403063,on,on
2011-02-03,-0.8667673335070242,0.05833696626418746,-0.4527931509962147,-0.4377010555474627,-0.42473114344662855,-1.6656931295048287,on,on
2011-02-04,-0.9309936558523547,-0.018446843774049947,-0.37768284677585734,-0.3666061414943496,-0.4234323719741529,-1.6826746228500553,on,on
2011-02-07,-0.9001538784239773,-0.025992549718240415,-0.47638172975969395,-0.36883497219562966,-0.44284078252438536,-1.700152370706421,on,on
2011-02-08,-0.9395212682614876,-0.07515758806237725,-0.48142871493779354,-0.37595169419668634,-0.4680148163645862,-1.7537226671152453,on,on
2011-02-09,-0.9334748516668345,0.05026937356400541,-0.5319551420014336,-0.46376677886237555,-0.4697318497416596,-1.7487913043533767,on,on
2011-02-10,-0.913750161306143,-0.012120808949970157,-0.4994868888560421,-0.3142369818038106,-0.43489871022899146,-1.693091588545886,on,on
2011-02-11,-0.947113597664112,0.018907805007206287,-0.5875156812728528,-0.26265244981168884,-0.4445934809353619,-1.722142742613815,on,on
2011-02-14,-0.9239402452573494,0.01775417141314606,-0.6299549404161112,-0.22576935970455733,-0.44047759349121796,-1.7011389843326605,on,on
